taxon_name,random_forest_m1,xgboost_m1,random_forest_m2,xgboost_m2,random_forest_m3,xgboost_m3,random_forest_m4,xgboost_m4
Apteryx haastii,0.2549094963226306,0.31319909979773014,0.8420046393458286,0.9499728383123267,0.7209498094275135,0.5984078956748654,0.5236432180301124,0.6822923934164143
Apus apus,0.08772096858983999,0.16157440914121798,0.5590284974262231,0.5132929963169297,0.9540238236944507,0.8969464071018637,0.6590393842896795,0.5437865179974993
Arborimus longicaudus,0.32750559278383246,0.27240400513438207,0.6200237726490048,0.4404889992205617,0.6934973911594652,0.5755980333701463,0.486505585652608,0.3118585683258709
Arborimus pomo,0.3287268000789587,0.2734197488823409,0.302143587367597,0.5891480806203144,0.7248353302420812,0.6536452112497533,0.448971741180503,0.6627097349985542
Arenaria interpres,0.22108885861627767,0.17634695011398424,0.48312872878728624,0.41967593600763003,0.7961762277988246,0.8133672592701912,0.527238449723478,0.42100469735332346
Artibeus lituratus,0.24489502171647515,0.10423642303595576,0.6347655628682876,0.7256299850129947,0.873809462435078,0.7587326965689687,0.6331074351978154,0.7178558900760084
Atta laevigata,0.7223852207627833,0.8012923006168579,0.9362879822766373,0.19746626260997147,0.9061447813383932,0.21222395554396492,0.8371288653196769,0.4704376369865824
Baiomys taylori,0.36139488127489067,0.17775123786860375,0.6945736510622073,0.5482701476799505,0.8397095190909254,0.6959745162249231,0.7635464948972062,0.9104152863816766
Balaenoptera musculus,0.08636821372271004,0.12778250902342222,0.085404649583572,0.1158012333503704,0.08491610474854004,0.1199288898123713,0.08508766963978807,0.1142158183920969
Balaenoptera physalus,0.08978892944203143,0.13284348711281638,0.08878720220034382,0.12038767878167446,0.08827930796667602,0.12467881598195783,0.08845766788927967,0.11873947158033309
Barnardius zonarius,0.260046664491553,0.20661322397452378,0.8432311276452389,0.7014725816282547,0.8359792892119077,0.6828143547889464,0.6996279335706839,0.6578345066144182
Boa constrictor,0.07222018527683513,0.09159166705144342,0.09783006241076984,0.3794559452192384,0.28328980843626744,0.5846535059325211,0.3294006526326853,0.5499702412161447
Bolitoglossa franklini,0.09737335025571278,0.20374819554686818,0.3379645853738641,0.37910248240736955,0.39680523517302935,0.5214443499372284,0.3629876092785806,0.5195259243346074
Bombina orientalis,0.20140398396210266,0.3221528249478992,0.5847897934649616,0.7445550300188092,0.9165927045108502,0.8391869096765564,0.45088687941001004,0.4617182408086098
Bombyx mori,0.22125443028653113,0.19317303978202688,0.23515726309982937,0.222059840700233,0.2503901318263368,0.25065279598714424,0.31119589407893566,0.3120649253307531
Bos taurus,0.4548891758068605,0.281423238652551,0.45739187530432396,0.2745280059255576,0.4526426281355195,0.27623806759743513,0.45770578967741915,0.3111575223083196
Brachylagus idahoensis,0.14071641111886957,0.14538713923728652,0.7354444893576005,0.6683535680192072,0.6840600993890961,0.7188479528039987,0.8829415822715565,0.8873371923293741
