taxon_name,random_forest_m1,xgboost_m1,random_forest_m2,xgboost_m2,random_forest_m3,xgboost_m3,random_forest_m4,xgboost_m4
Brachymesia gravida,0.26754521193547104,0.3090334055170063,0.4521012558183994,0.4952681110401325,0.4656547994943928,0.5112169254686808,0.5802938562567465,0.6819478056550654
Bradypus variegatus,0.5760186408896728,0.5625481773340323,0.715912500437139,0.5253959686372227,0.6477258767723368,0.3571165904974367,0.730930100849438,0.5150036916075593
Buteo buteo,0.49302780791289463,0.4369843355565197,0.5273254557069138,0.6770010645218201,0.9582026439504552,0.8265573966773323,0.8855455175271794,0.8773950191073336
Cacomantis variolosus,0.33586114815666224,0.1468021142024469,0.704381568985158,0.8503981331965376,0.4214187668665016,0.4533169468039672,0.39010299731854364,0.408274017128445
Callionymus lyra,0.23454919367432112,0.31039026711636797,0.6134162576799883,0.7116441506113672,0.5469626987295271,0.6780770139116038,0.521350590523378,0.6621118170488488
Calomys callosus,0.22629333023511058,0.17350324853181745,0.6707554877688504,0.58445397488566,0.8718684107458529,0.8529564692150386,0.6258621769658929,0.47337174663289283
Camelus dromedarius,0.33328446254391664,0.3841054721330319,0.3333155777214186,0.43512906492478265,0.3301022905228941,0.43588332096623705,0.333794742621701,0.4326806695232379
Capreolus capreolus,0.09818044432897412,0.05750835201876254,0.4568347924954679,0.5511622195777813,0.5532289270364166,0.6559502250150948,0.64112960868771,0.7006788740697062
Carapus homei,0.6201498232307348,0.68952875781555,0.44659181426717826,0.5852002398116966,0.45490643643110573,0.4339464786649942,0.3317215946011039,0.6101657412908861
Castor canadensis,0.06658004230843526,0.159264363002295,0.4241531700254482,0.5957115365378389,0.464769212845727,0.582048440916287,0.57596405005701,0.47015455522132227
Catostomus tahoensis,0.30228242429076785,0.42061620345602496,0.8001103272743012,0.6427505634843006,0.8265798707815142,0.7328473832073286,0.7846649591591635,0.6960359367918786
Centropus senegalensis,0.11310338939410794,0.09230916948492317,0.4194620866257881,0.49343681886111723,0.6857276665447116,0.814641382793357,0.6817690519436375,0.5490927632342368
Cercartetus concinnus,0.2668914950962156,0.24356220591630265,0.7979664719731685,0.8224489955342462,0.6179947055611994,0.887605657740281,0.5894149727001059,0.5485501741572779
Cercopithecus mitis,0.6762180304724564,0.4006281378261019,0.8241844672490749,0.832792115282313,0.7151680552799798,0.6665168196295272,0.7664759713754039,0.5003379630968935
Cerdocyon thous,0.771628279522946,0.831685728625318,0.8960248465660637,0.7280953392920534,0.9265951037235873,0.7701468428068131,0.841094369871105,0.6436225668603699
Chaetodipus californicus,0.8136945054653489,0.44908545212381135,0.5912182124319192,0.8211377089997721,0.5215623479921692,0.628393612712323,0.7860222293698382,0.7872539843230077
Chaetodipus formosus,0.20449388952686692,0.18982973767021116,0.8365991905268502,0.9117418328547156,0.7212159899497366,0.6808378444278057,0.8720261650202178,0.927456382897406
Chaetophractus vellerosus,0.16595503961024544,0.005848275346479418,0.7743541360491092,0.7949674688310594,0.6043024547830356,0.8730340989377707,0.6618217577553869,0.980415015498008
Chaetophractus villosus,0.5843913356007006,0.6723817171931377,0.6549273667820286,0.4988297683767302,0.6072577401982899,0.4552001062281459,0.6368404099066454,0.5565241772840428
Chalinolobus gouldii,0.44650111057889125,0.4143955873136883,0.7852929091272999,0.8235534626436614,0.8618765189916425,0.9402178075073282,0.8119246381073194,0.8999288143448267
Channa marulius,0.07128990684649929,0.07047036944205849,0.14493398258328893,0.21604314367531927,0.32695117032596693,0.19033779917863736,0.03174295892616533,0.07750473633174551
Channa orientalis,0.1919019930593889,0.24855367348539034,0.23995026265822397,0.22297202680281636,0.3220950915689568,0.29618152662218006,0.05678528901832477,0.1467826505063036
Chrysuronia oenone,0.004544589379874515,0.004780630939100788,0.00982116793544511,0.014677959641247382,0.39169820001169153,0.31743008426475133,0.36305865486125,0.13362006364916795
Cichlasoma bimaculatum,0.46835626331977387,0.4834307693706934,0.5320297823722749,0.5356948148005373,0.6213312994091286,0.5654608456656528,0.6250541256021324,0.6393041872402713
Cicindela repanda,0.634862575447878,0.6637814071864011,0.46615723812857035,0.5635539935470844,0.4819237315436446,0.5176715803171009,0.613751158291653,0.6576705577763682
Cinclus mexicanus,0.10823638174662281,0.08821226506937394,0.5346973310145051,0.459620826078064,0.9903102133663045,0.9351912325167044,0.9015194880904146,0.913469194766194
Clarias batrachus,0.15555275326048087,0.24391177012541185,0.14804759452658103,0.21208510497536445,0.4112783337587913,0.36994163573926364,0.4388698946936477,0.4911938543095071
Colius striatus,0.25153333300920844,0.3015298023482338,0.9537875129323933,0.9048221752595617,0.5136731170847267,0.45649755912048107,0.9825898422268085,0.7431832230117188
Colossoma macropomum,0.4989341005248877,0.49369187899346684,0.373236694804971,0.36476753549485463,0.46801065697859884,0.5557285756047459,0.5033070557436033,0.5173148072132342
Conger conger,0.39440412420103205,0.43506066340364347,0.7212933400657848,0.6923913541637603,0.8241590686971462,0.847759633676216,0.6675000965774949,0.586108320117264
