model,rmse_test,mae_test,r2_test
M0-L,1.2857541852953158,0.9879796727286309,0.8020987533826212
M1-L,1.2509831848785145,1.0022830080358964,0.8126578151301215
M2-L,1.057457263604516,0.8067306517844628,0.8661376990017349
M3-L,0.8888860452613605,0.6684258927600607,0.9054144457679976
M4-PGLS,1.6489779703442935,1.332384784822691,0.6744914923847063
