taxon_name,M1-R,M-MTE,M2-R,M4-R,M4-PGLS,M1-RF,M2-RF,M3-RF,M4-RF,M1-XGB,M2-XGB,M3-XGB,M4-XGB,Residual-RF,Residual-XGB,M3-R
Catostomus tahoensis,0.34507399473575023,0.8891383100492524,0.8865370812602157,0.7990244018411296,0.3364023358729346,0.30228242429076785,0.8001103272743012,0.8265798707815142,0.7846649591591636,0.42061620345602496,0.6427505634843006,0.7328473832073286,0.6960359367918786,0.8170802270208367,0.8228476406150186,0.8695686368984527
Centropus senegalensis,0.13084819663149116,0.11958236262595645,0.15407619108720932,0.46943713640977675,0.16887870147774037,0.11310338939410794,0.4194620866257881,0.6857276665447116,0.6817690519436375,0.09230916948492317,0.49343681886111723,0.814641382793357,0.5490927632342368,0.874867648011816,0.8483614478245427,0.9041813352708322
Cercartetus concinnus,0.1924697637764559,0.5819985143463847,0.5037158451541813,0.38352462270742743,0.5818609087742157,0.2668914950962156,0.7979664719731685,0.6179947055611994,0.5894149727001059,0.24356220591630265,0.8224489955342462,0.887605657740281,0.5485501741572779,0.7691735972654461,0.8044836131901983,0.7925089295841874
Cercopithecus mitis,0.39742582886349687,0.40440451997735605,0.4996552655815127,0.4185711683896927,0.30415569970053424,0.6762180304724564,0.8241844672490749,0.7151680552799798,0.7664759713754039,0.4006281378261019,0.832792115282313,0.6665168196295272,0.5003379630968935,0.6690526922523047,0.6371252120368761,0.70851444874119
Cerdocyon thous,0.5916793925086088,0.43165720178072176,0.6295783952241686,0.5538782717008635,0.4711816498297901,0.771628279522946,0.8960248465660637,0.9265951037235873,0.841094369871105,0.831685728625318,0.7280953392920534,0.7701468428068131,0.6436225668603699,0.8811930145602287,0.8196843501382942,0.7494047412025193
Chaetodipus californicus,0.23666866412498747,0.3648316505874353,0.33606381889967973,0.108453001153614,0.5199767932754736,0.8136945054653489,0.5912182124319192,0.5215623479921692,0.7860222293698382,0.44908545212381135,0.8211377089997721,0.628393612712323,0.7872539843230077,0.8741804909359915,0.8119749724977688,0.8602275974671095
Chaetodipus formosus,0.19207923737956356,0.31784687404381085,0.2757748703520271,0.08947549865367657,0.4591833012128505,0.20449388952686692,0.8365991905268502,0.7212159899497366,0.8720261650202178,0.18982973767021116,0.9117418328547156,0.6808378444278057,0.927456382897406,0.9818041445157892,0.926325170019137,0.9956430953098788
Chaetophractus vellerosus,0.6487347293752017,0.6171982905391349,0.6436928731693683,0.6125210095833977,0.782304866831151,0.16595503961024544,0.7743541360491092,0.6043024547830356,0.6618217577553869,0.005848275346479418,0.7949674688310594,0.8730340989377707,0.980415015498008,0.8381538085494539,0.5354305176144345,0.47961935904247843
Chaetophractus villosus,0.928185306600843,0.5782841727602104,0.5984280322870215,0.5016205892799728,0.7821839823063934,0.5843913356007006,0.6549273667820286,0.6072577401982899,0.6368404099066454,0.6723817171931377,0.4988297683767302,0.4552001062281459,0.5565241772840428,0.6343622074572537,0.6648664021726726,0.4186534323170301
Chalinolobus gouldii,0.16236736010441993,0.5663470689813364,0.4816865757321449,0.3326190407376796,0.5252936352831614,0.44650111057889125,0.7852929091272999,0.8618765189916425,0.8119246381073194,0.4143955873136883,0.8235534626436614,0.9402178075073282,0.8999288143448267,0.8517021751133208,0.8689706876673743,0.7389126038358924
Channa marulius,0.132842861363886,0.06485103857211875,0.05746838431100743,0.07648101570207048,0.06375686241275888,0.07128990684649929,0.14493398258328893,0.32695117032596693,0.03174295892616533,0.07047036944205849,0.21604314367531927,0.19033779917863736,0.07750473633174551,0.2274478712534424,0.2539405264122564,0.20471873477793878
Channa orientalis,0.16728790620544018,0.0659922554753205,0.07000764429388842,0.09045916275917666,0.062292544755968994,0.1919019930593889,0.23995026265822397,0.3220950915689568,0.05678528901832477,0.24855367348539034,0.22297202680281636,0.29618152662218006,0.1467826505063036,0.2415178612043668,0.2593929665368689,0.21360112888283292
Chrysuronia oenone,0.011715372436639017,0.02387290052221606,0.01737429613869523,0.01417463967639882,0.03588657156312228,0.004544589379874515,0.00982116793544511,0.39169820001169153,0.36305865486125,0.004780630939100788,0.014677959641247382,0.31743008426475133,0.13362006364916795,0.36214185716867187,0.5061609435115876,0.15663219740239862
Cichlasoma bimaculatum,0.37587659557682396,0.16744644515217644,0.2019904052054319,0.5947892365846702,0.12460098094518872,0.46835626331977387,0.5320297823722749,0.6213312994091286,0.6250541256021322,0.4834307693706934,0.5356948148005373,0.5654608456656528,0.6393041872402713,0.5630674934866948,0.5471614525075243,0.4531045929351552
Cicindela repanda,0.8000016882370657,0.2694471479837341,0.7415311156653952,0.868887147948911,0.15319496796927976,0.634862575447878,0.46615723812857035,0.4819237315436446,0.613751158291653,0.6637814071864011,0.5635539935470844,0.5176715803171009,0.6576705577763682,0.7391926050912986,0.7641289972175568,0.7652492296208169
Cinclus mexicanus,0.13224853600170838,0.17452542416995767,0.1833009835252766,0.8600391394381119,0.24147277219204327,0.10823638174662281,0.5346973310145051,0.9903102133663045,0.9015194880904146,0.08821226506937394,0.459620826078064,0.9351912325167044,0.913469194766194,0.80090276091031,0.8175814111000519,0.8298604389925662
Clarias batrachus,0.18058761715202037,0.13252269847225953,0.11850858049376434,0.42017148034185653,0.10306012153998458,0.15555275326048087,0.14804759452658103,0.4112783337587913,0.4388698946936477,0.24391177012541185,0.21208510497536445,0.36994163573926364,0.4911938543095071,0.39405547449220557,0.40286386098013394,0.3370100641845345
Colius striatus,0.26423940566635695,0.3476738950792436,0.3660750562755359,0.3060527298713289,0.48076701728865273,0.25153333300920844,0.9537875129323933,0.5136731170847267,0.9825898422268085,0.3015298023482338,0.9048221752595617,0.45649755912048107,0.7431832230117188,0.4076875294302509,0.4411527067643726,0.41642786323629605
Colossoma macropomum,0.46917008383498865,0.5181181261501808,0.4214635384080745,0.6021143863581911,0.4659762567103029,0.4989341005248877,0.373236694804971,0.46801065697859884,0.5033070557436033,0.49369187899346684,0.36476753549485463,0.5557285756047459,0.5173148072132342,0.5798099850397176,0.6176066250954129,0.6855853796360837
Conger conger,0.3813086047404295,0.777684016764718,0.706703417156836,0.598346168376955,0.43325443570781025,0.39440412420103205,0.7212933400657848,0.8241590686971462,0.6675000965774949,0.43506066340364347,0.6923913541637603,0.847759633676216,0.586108320117264,0.564793121798039,0.630961489509121,0.7435019956259787
Copsychus saularis,0.180789391349147,0.43929575707635743,0.4201797082225033,0.45835072218983497,0.45807520061337836,0.2650406122491475,0.6818344729283317,0.6549344480713482,0.5863994185859047,0.36970033938213487,0.664000222145033,0.6330636076132385,0.6177122185293522,0.5080160357454676,0.5852029957187334,0.4660608683138069
Corallus caninus,0.04670871728015911,0.09891624860371437,0.06252955373436843,0.09715505037792133,0.05802129496897226,0.06847387150895969,0.2990831240435723,0.4286913888888561,0.37951678745620626,0.08392140284603054,0.26933974231447405,0.4114709682665673,0.38039243475244927,0.32365981565837654,0.3704941043852175,0.3432586365587022
Corvus frugilegus,0.16003587161339802,0.14354283003790042,0.20887199875297618,0.5974277850793379,0.1844922222694931,0.1354079693921569,0.5068823465568079,0.652028466893356,0.7127650747872856,0.11934765161269789,0.5486484513590506,0.820559139241659,0.9470746752669063,0.9119811096838257,0.899834146260775,0.9642411650511147
Corydalus cornutus,0.1145219331653562,0.3902831535985793,0.18399820480565823,0.14313267918380387,0.6472026563440205,0.0852615451410162,0.14680070014485727,0.15288215030866215,0.10706786335489805,0.10175306712291982,0.16307314499608372,0.16832448920712165,0.13155413876698913,0.12125495173444216,0.1099648468677126,0.14248924936945687
Coryphaenoides armatus,0.018809597487758952,0.3449582192803786,0.18936195865226643,0.1836851997942137,0.06913024537366784,0.02729179912523984,0.10237256296894802,0.09564626348204901,0.09104636195223008,0.05295833217730642,0.11848083673596248,0.18521608143381726,0.13282746412293925,0.1626852129975969,0.16316196559615073,0.20770571665764617
Coturnix pectoralis,0.17699792687164095,0.20681024030346654,0.24071952324355972,0.9558654637963768,0.2795698387121356,0.32235122147184553,0.6982906558540882,0.868503553082907,0.7379529745942384,0.3244975644557637,0.6385676909253539,0.847511286995332,0.8530074219185615,0.699429204047967,0.7188985240609358,0.6903720855120952
Cricetulus migratorius,0.1573292694038208,0.5846823013169755,0.5382472051246316,0.38085691838776126,0.48026570526647167,0.13470848672469043,0.3606635612894119,0.972645626985738,0.638153769624038,0.10362254938725075,0.522527300314543,0.8894093157262858,0.6738354868844906,0.7900006714097962,0.8851957368476345,0.6999525157505648
Cricetus cricetus,0.3147914788654669,0.28571383518258225,0.41160591901876215,0.3268665725469358,0.36806008741787677,0.23794996230146367,0.7703102167439525,0.9088702433180239,0.7743021803221769,0.13305525813341504,0.5942267859463722,0.7717200779909582,0.5839118166546583,0.9459395820424668,0.9078055051329739,0.9549340733065859
Crocidura flavescens,0.16708385214382052,0.23835504071107294,0.23440906738825457,0.19818179422307722,0.33472649146112154,0.25566432934236766,0.782817098631468,0.9694330991369311,0.6639660532045514,0.3445698535101174,0.7468898561241103,0.9866685034300545,0.4684323105198968,0.8901960449472931,0.9704212491751457,0.7664291410582188
Crocidura olivieri,0.1478295314476307,0.3469877568864217,0.3387962319969422,0.2567596100670175,0.35560760360704097,0.2696943111482228,0.6240444494660656,0.8369128996444942,0.5320847981147664,0.290803044600443,0.6880276846488148,0.8805726161508837,0.5751609348537109,0.8220386788499553,0.8902871384428576,0.7271488178312487
Crocidura poensis,0.12923939910720997,0.3570168337690524,0.306146694318184,0.23642917385622994,0.37430118802445106,0.18171439183438873,0.7128578218683205,0.9050372777967549,0.46478423441858346,0.2517139484447029,0.6641584413641688,0.8390307583563885,0.4894455156018405,0.8198954708152786,0.8802852434911212,0.7279405994812828
Cryptobranchus alleganiensis,0.8357110422624159,0.2768729899200355,0.5300769373563955,0.4195125437128654,0.17087674757600183,0.6818686455750778,0.8456193239790725,0.5416684372505897,0.34601454583403324,0.6053556319140235,0.7560911677000095,0.32577788816054076,0.2158374208926239,0.2534085781785966,0.2272650051908419,0.42098491465933097
Cyclopes didactylus,0.42233322030491083,0.7013171787048535,0.6579334057624868,0.4028033573883452,0.6864016805340061,0.29881867993121,0.8150251945427275,0.716869720983577,0.9609237530270729,0.3141785098869221,0.8423672471862695,0.7029505960300697,0.8914670339764399,0.6427650224151447,0.6866895074140817,0.5920239067666451
Cyclothone microdon,0.05690521854249917,0.41584424060016206,0.6647522835088131,0.2290662084830371,0.05399442737879123,0.09443584730640274,0.244435223728917,0.23333684746778952,0.28160251055617785,0.09328738373242473,0.39809246765310186,0.25151919687048824,0.36699677495927113,0.31655084645665044,0.3439705193416195,0.2428195692427743
Cylisticus convexus,0.6935992505229722,0.24170335431752876,0.7010945045814995,0.6326808016066158,0.1004622742887053,0.4924108148775358,0.7952840437748668,0.8812684901637092,0.8250823734105448,0.4640802000108857,0.7883542227642868,0.9097547434774258,0.906132920533099,0.8935204831052436,0.9058205547653904,0.8524805953130223
Cynopterus brachyotis,0.17562756618237896,0.44892098408663483,0.4333697980685902,0.323147836232427,0.43851697964380354,0.28808750644039277,0.7753737958008456,0.9936888324515092,0.6514620779948427,0.3579337327832646,0.8496264620899444,0.9231191838988592,0.7091715799542063,0.8585767558710161,0.9255786637262752,0.7520601481870539
Cyprinus carpio,0.4305006760519168,0.5569937222237363,0.5282682908803041,0.5763536816236589,0.38576018957486885,0.4181524416422445,0.41413063899520597,0.5194453786664065,0.5337479028120119,0.4287941872118852,0.41764167168449545,0.5154009071857568,0.5342291598448303,0.6000038189305421,0.5937069691890933,0.5967592316584684
Cystosoma saundersii,0.7579471770155384,0.4915384416779572,0.8522755661748628,0.9235756677227225,0.31023435843687963,0.2803303827791382,0.9130289477696489,0.7606706859894158,0.967108739409587,0.27825572452699254,0.8693384439933768,0.9075455034778404,0.8584015164922094,0.881307977272817,0.7971756091415051,0.7638758547500685
Dasymutilla gloriosa,0.07421738057006112,0.3323763441453869,0.12442322444756948,0.10534181756322869,0.5806794821000613,0.032247813054198944,0.15725010905887857,0.15085351597737634,0.10975320039901518,0.05021053882157701,0.138102643627823,0.1503429960134098,0.08070870514549616,0.11217044250431236,0.10886130149760341,0.11751655657324714
Dendragapus obscurus,0.22821007070472782,0.16749588085543413,0.2886936564294617,0.6330885947514696,0.20719304739148392,0.04544050004014971,0.5233342066852107,0.7711969032576321,0.8158052177348979,0.04205028782143819,0.6738249807721296,0.7497204804863196,0.7305348715865055,0.9412227259783501,0.9980318807641279,0.80711210120404
Dendrotriton bromeliacius,0.08499510867962719,0.08981381057925693,0.1640384817141853,0.7505751848313441,0.030342676242587394,0.11326430656495323,0.35525033929355754,0.40186554615967934,0.39451699783836364,0.11333282892751569,0.32167747264797275,0.5585291748513758,0.9380721974644605,0.7537668236287255,0.888309583206482,0.43125518504918403
Desmodillus auricularis,0.17485233734240652,0.46048218380920286,0.49073612866600347,0.28002440213130475,0.40935142673904046,0.27854989514770184,0.704096647867047,0.9562813755994308,0.8423894984633674,0.11418965187372587,0.7387823178969166,0.7737934762490122,0.6907719753351214,0.8247172109147736,0.8029677127283825,0.7427604682329676
Desmodus rotundus,0.21851696823411082,0.6046939368588684,0.6260013001492055,0.4625123022266613,0.6279939155895815,0.2332315480542568,0.6681607332134352,0.7520215282979508,0.83330319650555,0.14988652084039528,0.4657832324025657,0.8073244879768119,0.6290968080358795,0.7491895978728964,0.6830682998491409,0.6960952451060585
Desmognathus fuscus,0.3343777023234851,0.23975417600878562,0.3781758686921436,0.6849796754925682,0.11436752557988973,0.3374964608327138,0.8522331928140794,0.7441796479155127,0.7853891255908703,0.6028692306038558,0.8985257706096945,0.6512824161500911,0.6216531226760241,0.49207196172219914,0.4893141807492644,0.6621660115593087
Diomedea exulans,0.3556643965262923,0.18003619004711535,0.42464014905356734,0.311023125104905,0.20745830256824987,0.4811829197670357,0.5464982683034167,0.5694648877227714,0.564148140662925,0.37784419901827027,0.7473708604791094,0.6285292168996272,0.7257755672450822,0.9828729251461584,0.9788912862056048,0.7188327023459918
Dipodillus dasyurus,0.21317484062627512,0.5239187806474321,0.5616350557502203,0.5273663048335339,0.6768956019885178,0.29766729414205867,0.6998280867934449,0.6906154841725272,0.9164887498030312,0.3468706893754942,0.9059029202425659,0.6723606561209936,0.8581666579225427,0.8543076509440889,0.862351760418156,0.7319503260762007
Dipodomys agilis,0.2051364701047912,0.6115848271931812,0.6307772738264813,0.3891509013457408,0.5179022833399384,0.2225535627663277,0.7148315876105273,0.9444451495310972,0.8463559896709671,0.18392702422851487,0.5020591010255346,0.934044050279293,0.8179915518353703,0.8611247912138638,0.9199385516525813,0.7311608309314608
Dipsas albifrons,0.1562301881099034,0.18006882278361316,0.1902469360352679,0.2557743778204095,0.09404289215871343,0.04544062872198036,0.7937834404404066,0.9616306040487995,0.6866085424245231,0.08233352859930211,0.9732358568153707,0.7795932718103116,0.7669343715289322,0.6078461770464324,0.6239156823557567,0.6711535229365896
Dipsosaurus dorsalis,0.887804831186041,0.09847541522887185,0.10728776148338194,0.39925598877776336,0.2096494950762372,0.8249757626761586,0.24892673574702248,0.49698589023491113,0.6658910824416411,0.7112681603927766,0.7302797557745424,0.8815918500625447,0.9701469325727631,0.7808981270118226,0.922050160480979,0.7236314604836733
Dryophytes versicolor,0.6215255726611874,0.5220694253260292,0.7910956622885603,0.7783082151271785,0.2363142150595715,0.7411042700729707,0.7433366140495878,0.3508760721772437,0.6861324879409608,0.45789011413991965,0.48103850229511735,0.25425697254316854,0.646538261566068,0.3857148279879118,0.33260659282904514,0.323913208654479
Echiichthys vipera,0.7481042291158413,0.8929264718675729,0.8985416384356166,0.8994758044611889,0.414632672196944,0.3192386404377273,0.4814478101463625,0.6504595012550145,0.4177670996941183,0.5611711181469092,0.32626937003625645,0.4991165032502376,0.32746787537817573,0.6830610062226203,0.6539274266135058,0.654703820507081
Echinosorex gymnura,0.2643656747201372,0.4670487808128902,0.6263259860963306,0.4812019591828054,0.37426940178462176,0.20367887850435165,0.577825877721744,0.8523936025394123,0.987913138657625,0.14863031658960033,0.6064195262350498,0.7990167075007184,0.7182272793189126,0.8374155415314269,0.8333406367371892,0.7340468109743725
Echymipera rufescens,0.40802441116487453,0.5127137192544114,0.5575090123731029,0.5923877866956025,0.46985124735754685,0.5273872932739775,0.8630283836460245,0.9151023847298823,0.8559762471387464,0.11467229609004177,0.9422364530472972,0.7945628291870702,0.8549023640618335,0.879931792132476,0.9250868836513488,0.8066498854664327
Electrona antarctica,0.1711655094920303,0.5169021880340652,0.46729098039947126,0.9768130920164904,0.2730007114897794,0.024026933123706625,0.37001520801317145,0.41365148183055916,0.4528890492467983,0.03308273532720284,0.5829755303606348,0.5408381616485478,0.34982124750371113,0.6762290982935406,0.5513889715443254,0.9317508502604318
Elephantulus edwardii,0.20014893867568553,0.4974981895703962,0.5116134246587966,0.2653519442280805,0.4811930351690031,0.12964611790546765,0.8125051227370362,0.8645284838106916,0.930054165189619,0.13434075399322765,0.7879208310000957,0.9072254531626417,0.7698327685595743,0.8393678449930123,0.9175266433263355,0.7672138224077488
Elephantulus intufi,0.19635142234186295,0.5243251543212589,0.5234704440158234,0.2541677513981679,0.49304015665156925,0.30705730098373485,0.7542847620079149,0.8592790788383174,0.9363791154331667,0.34348399095166304,0.5095227724518169,0.9089643337326785,0.761933850278706,0.8611901492191387,0.8843472333049998,0.7631362937499075
Elephantulus myurus,0.19953263146184444,0.43445895358709813,0.45787712042304235,0.211817855345505,0.4343275551514152,0.22580507514304005,0.669330107187267,0.8860858797743368,0.942379647165356,0.18275263608699827,0.6681677622465528,0.9403606701693905,0.6449665011503477,0.8432336194063051,0.9015604902674763,0.7795167127274747
Eleutherodactylus coqui,0.1642567485791715,0.20158335718862577,0.20198537316005633,0.2169951582097437,0.10654801791771892,0.19183939243132733,0.9912477538208203,0.9691133573740526,0.9724559516118705,0.24938967822565136,0.8861609997861287,0.8135003043182295,0.7737766182068,0.9962551482969846,0.902740975329522,0.8388633884023198
Emberiza citrinella,0.07758784458957867,0.11523944444080907,0.10953705547198159,0.5908921700418114,0.16308380359023236,0.14518689820684455,0.47484977404571416,0.7543851510499531,0.7589829064479693,0.13784854913822334,0.358126277757721,0.7954919652775108,0.7987983682949066,0.8213075469412358,0.8498671907479225,0.7847071579465467
Enteroctopus dofleini,0.04197183479625295,0.9368887480869418,0.35377299446744687,0.32482877793318,0.23426521843769985,0.03127389162506129,0.0976736674755462,0.08325729968753293,0.07798625943144388,0.039827162951619595,0.09361173226204657,0.08861286302679551,0.08066501703808872,0.3630587082409703,0.23759694296783018,0.4162827383790556
Erythrocebus patas,0.4760928684998808,0.29077890782344507,0.5852881724575881,0.18731921197592322,0.34729722214107134,0.23647796326572415,0.987275393016411,0.928138490566012,0.939026677594623,0.26657184110257387,0.8730703679461389,0.9253094287497158,0.8769952628342931,0.8595059790067708,0.8111048812014214,0.9680975273543699
Erythrodiplax connata,0.5046682647495933,0.4114753390411845,0.8556778674743074,0.8561972227930424,0.23228411092290446,0.7443319347102949,0.5588127110235571,0.5883254039624828,0.5506247351437138,0.5013202998487036,0.7198156390037138,0.6661112975407717,0.5560819477676939,0.5980108664286413,0.3578233239422174,0.8519664308065485
Estrilda troglodytes,0.06805806765969424,0.12848756109177192,0.09973936975492494,0.7405084878042199,0.19035159022694892,0.07094463894512669,0.48670752683934576,0.5710217574899936,0.7610002368049749,0.03993172090990806,0.24405638753216316,0.6598625067152823,0.6816751907693511,0.9841206754402899,0.9745942802666028,0.8506138194409093
Eudyptes pachyrhynchus,0.3579075696649265,0.06563138884096598,0.13685825513395075,0.12632134790579966,0.14821675027597364,0.5261366710497615,0.048777413231526685,0.1727466831566807,0.11898319613379785,0.22919770248717283,0.05026765212338567,0.8845003317994312,0.07318281471998982,0.8021357577302963,0.7302601010876796,0.9116187246680001
Eulemur fulvus,0.6271013662756899,0.3292088261504451,0.49897912621665674,0.2438270748935588,0.44923068408479283,0.4256544238224144,0.7423747372062838,0.7246682685236651,0.8000309780981137,0.4460014654713127,0.7727215446259356,0.707789876171068,0.715347168518798,0.7708717346974044,0.7407106728199812,0.6081180482722948
Euoticus elegantulus,0.23849428391514976,0.2306424176692458,0.31494281506588884,0.10675414788888049,0.3007303566366238,0.12962953124040208,0.43648635858574475,0.7120347428455018,0.5438354312910451,0.11091538232771816,0.4103397151027819,0.7785346846112723,0.4756394325801929,0.7766691440797152,0.8228053222042726,0.776274946150008
Euphausia pacifica,0.528558364561199,0.4525172560696553,0.5095982434683605,0.4980379560611696,0.228213372587597,0.48193312823895446,0.5063378209569221,0.5037505567606443,0.5039063358763257,0.5674928767927719,0.6185631987291581,0.5407503043816613,0.5484888888446302,0.47758131303878265,0.5106716734990867,0.46717191384039625
Eurycea bislineata,0.2676090034316808,0.6676267081574276,0.5498827270281362,0.16541854783319274,0.28761154389136717,0.3916786660757362,0.19422135247520153,0.24670491670550052,0.1934224246131061,0.5218483043082418,0.2745214360732739,0.16393984759893787,0.14369074023458916,0.16442596732376108,0.1545563012316563,0.27223712517361626
Ficedula hypoleuca,0.0668832506899192,0.11612424863800047,0.0967477197025289,0.6451940249644935,0.16930685781433985,0.20169659405413373,0.37450195635696987,0.8837966184864656,0.857939636811725,0.22934172641196865,0.4527788589927024,0.9980233606600528,0.9961495565692481,0.8190955889248968,0.8279704002008723,0.7763661182696376
Florisuga mellivora,0.012252624307821126,0.023498022850943275,0.018000231629888435,0.014536754534131986,0.03491634319228574,0.02494392065781724,0.09927344649643313,0.31483162446391455,0.2877835103731031,0.022935813336733155,0.06130194528119504,0.3413280603858492,0.42090300554929055,0.35369621216670183,0.3447326298514974,0.15527501633865742
Fossa fossana,0.4286686158678116,0.5836418125901705,0.5124124105609411,0.611630872463295,0.49592792042735606,0.18026332703108772,0.7215406919332052,0.8069352672052736,0.795097414652169,0.2571548259408462,0.8836608609328243,0.9244271946241012,0.9205044956326423,0.8698484047834347,0.8175123741078024,0.7389435015772954
Gadus chalcogrammus,0.25986268699300613,0.4953058282141626,0.6069545714742987,0.6681388087701504,0.4621689338799822,0.22188836531096276,0.5456579995777221,0.6196625013525723,0.49090113001109736,0.31664049010586603,0.6729285829227554,0.7587957520305854,0.513983813111662,0.4915581356751892,0.46252820295308017,0.6461022139642572
Gadus ogac,0.22141508308980093,0.21443257529591078,0.31920077143159215,0.48756350895350753,0.7237559786371307,0.28239416747806817,0.45089951974859704,0.6534837213062527,0.6847500470726864,0.32226293636949715,0.6179841832802989,0.5343877793254652,0.4203877720317882,0.4308914943014388,0.30043939458049834,0.42119148857138583
Gammarus fossarum,0.36498086834330573,0.3733826848028223,0.8734227766935723,0.831826223718531,0.08124146218773075,0.12424550450641765,0.5406468690008621,0.5362691065275527,0.5414315132518246,0.14192870784001388,0.6461026275753556,0.6824777998299687,0.5707276613651807,0.7062628938449265,0.8162523055928165,0.7327733693114418
Geomys bursarius,0.28641151638601847,0.5820484736004011,0.6533691888984994,0.388524652888619,0.5199031592848072,0.22993536935924797,0.7433841409286113,0.9681868916041726,0.8309218831653885,0.18080469608593902,0.4664997451539319,0.9622669862640565,0.8946615178461046,0.8851863392374464,0.8428383239801123,0.7840800257058524
Gerbillus gerbillus,0.15748481329626735,0.22942537477164324,0.22166517314782613,0.07122945304704167,0.32347949398318326,0.16838584173064072,0.8129348173947035,0.9742375901889861,0.7710764978597128,0.10699876745303458,0.5776824704921882,0.9187730787864274,0.7829227294356853,0.7236325493349315,0.7812741188971567,0.7359000256935447
Gilchristella aestuaria,0.7047271959776832,0.5065407437558778,0.8302611420758215,0.11520764543226145,0.2138943760147875,0.68775056153272,0.5801392407950867,0.7455348883734201,0.6057382414270273,0.6975511379267398,0.5955859927031679,0.7536433059906903,0.7539558302678296,0.6806228164595912,0.7552427374386996,0.8813536652711937
Glossophaga soricina,0.09357634224831715,0.37812054152739705,0.29220311343077693,0.22005760062294852,0.3545667677296772,0.18242776651436626,0.4873795356205781,0.8630713786052335,0.5222800488295356,0.13239688669078026,0.5564937024053088,0.6922245548168864,0.40174118262226355,0.7423398584541006,0.8160297460396732,0.6825384075472927
Glyptonotus antarcticus,0.04565254707803396,0.6985461539422346,0.614592753990655,0.43852102102039514,0.10199711597266477,0.030607392088282944,0.38588274989045274,0.31768330724015703,0.2917596676946826,0.022012016843870923,0.43324830792839025,0.756829075361892,0.5102914305152018,0.5895809012656196,0.7043365444479094,0.6091908420686928
Heliosciurus rufobrachium,0.3424400684601259,0.33926995430579104,0.4539134689800419,0.36684402335713656,0.4444140259624745,0.2578992824590876,0.959432280377703,0.8363630841467358,0.8322289535439923,0.3049948758816978,0.9307881745857207,0.793063428125109,0.9505599017100242,0.7544715812407129,0.6916685616408746,0.8782362905176377
Hemidactylus frenatus,0.3928317278978921,0.12959317780316026,0.20819509512646164,0.4232599943074471,0.09361377074003058,0.6047006702703497,0.7121735722877323,0.5835757396149179,0.6368276573479851,0.7974388646580381,0.9101822893087653,0.7638741804110468,0.9092393991412377,0.7113675017927593,0.7010003845500371,0.7579098568494151
Himatione sanguinea,0.05942734784118695,0.1004352216283797,0.08560263676299411,0.5445787608306079,0.14568107858040133,0.10968437305899141,0.22177009408194914,0.767870448810421,0.769391932025748,0.0902568291054003,0.2996316089146644,0.8468828494061469,0.8355846001686448,0.7104689505940512,0.7311130786195597,0.6736038133210028
Hipposideros galeritus,0.22469418150343914,0.7106565325589178,0.5492999421300517,0.4348761867566085,0.7771550958649931,0.269359570553541,0.6797055470152187,0.43920024816472947,0.7034153936559078,0.36434709597175785,0.7333022191744816,0.5332993611471146,0.8625839205317428,0.5322681074481401,0.5282626111215706,0.627851024588941
Histiotus velatus,0.21945101370501183,0.5822520279459924,0.47154379066529856,0.3694441322299951,0.6798405039587249,0.16617568879987737,0.48656598533039697,0.5041983318686083,0.8632717601593828,0.15731699444166627,0.5013052789182622,0.7322502485103821,0.8242271990368444,0.696011958993669,0.6546115580193297,0.7155069160645017
Hoplerythrinus unitaeniatus,0.3359735845005886,0.2358452159178461,0.17531302499260243,0.8196376256249642,0.22143687440652107,0.42617397049466044,0.41053346887666026,0.6845475354811043,0.7542291894547016,0.4225989952222661,0.4759463195795926,0.6151028349315145,0.7185975581541161,0.7858466359067736,0.7848011527781217,0.6698932155189772
Hylarana chalconota,0.37327768694133445,0.17646125960311607,0.25023807166082057,0.2802650186281566,0.11655308474906548,0.8210945858900593,0.27762947172581015,0.7854841148555843,0.13286441820455996,0.6576684109937344,0.24885479652162223,0.719630096464257,0.28066687296083626,0.9069268359213029,0.7805803069019831,0.6887014650146108
Incilius alvarius,0.3843709407986161,0.8666166248055835,0.8727844481510699,0.886658675465961,0.475824864320657,0.48675803649874705,0.6929248556336076,0.40315481874421366,0.5847185290553648,0.3583388912993566,0.5908450091948755,0.1637404863789019,0.6303376199310943,0.23616220482409014,0.21896854445998395,0.20403077984022638
Jaculus orientalis,0.2050085455356093,0.5230079050947405,0.6155919714855483,0.3754021049263217,0.4297413969411621,0.15478153532182273,0.721264493077096,0.8529641218615166,0.7294468994487431,0.18992420743154936,0.552849339757967,0.9457708024936604,0.9576398002194928,0.8755000797859842,0.8156000001901518,0.7206168872095262
Japetella diaphana,0.004528149137576133,0.05206259581697999,0.034421287519278754,0.028830598743971012,0.01146952701031753,0.006343129491050415,0.06749294464338354,0.05631573031359867,0.0626756798602296,0.006033021105837612,0.02675695147160462,0.016614992606622827,0.02660016680882835,0.022513623875281306,0.011350882802539068,0.02500726086527428
Junco hyemalis,0.07903029263922685,0.12652037908820332,0.11288347905208448,0.6783673577779327,0.18162909569324157,0.13841801607337037,0.47878144628821917,0.9710871196326557,0.9926762516497825,0.19643990836051856,0.3885025003995918,0.9280903062208514,0.9389714758276283,0.8979389310329975,0.9065326146755407,0.8539705185636419
