taxon_name,M1-R,M-MTE,M2-R,M4-R,M4-PGLS,M1-RF,M2-RF,M3-RF,M4-RF,M1-XGB,M2-XGB,M3-XGB,M4-XGB,Residual-RF,Residual-XGB,M3-R
Atta laevigata,0.8550727469642179,0.19215503131707998,0.6650571683548627,0.7160919352667123,0.1037325189042966,0.7223852207627833,0.9362879822766373,0.9061447813383932,0.8371288653196769,0.8012923006168579,0.19746626260997147,0.21222395554396492,0.4704376369865824,0.6368893954372689,0.524902800271547,0.563416313053638
Baiomys taylori,0.11371707321877424,0.4891444371133773,0.36118958858313704,0.2681713685424893,0.45898254661151316,0.36139488127489067,0.6945736510622073,0.8397095190909254,0.7635464948972062,0.1777512378686037,0.5482701476799505,0.6959745162249231,0.9104152863816766,0.7649298080089968,0.8482797358884437,0.6791558868452408
Balaenoptera musculus,0.6149089069125863,0.16898806499434435,0.6656672675811379,0.8440969318101562,0.1437285503886679,0.08636821372271004,0.085404649583572,0.08491610474854004,0.08508766963978807,0.12778250902342222,0.1158012333503704,0.1199288898123713,0.1142158183920969,0.7924076094842837,0.7967241635877963,0.7188425494072879
Balaenoptera physalus,0.6785712071313442,0.1587286687187486,0.7260707271516434,0.8201842823786023,0.13610133464460664,0.08978892944203143,0.08878720220034382,0.08827930796667602,0.08845766788927967,0.13284348711281638,0.12038767878167446,0.12467881598195783,0.11873947158033309,0.8147411812912863,0.8230656696363287,0.691510495949791
Barnardius zonarius,0.21993632813601494,0.24023648970810793,0.2959948178298521,0.24116567711390965,0.3206058644049815,0.260046664491553,0.8432311276452389,0.8359792892119077,0.6996279335706839,0.20661322397452378,0.7014725816282547,0.6828143547889464,0.6578345066144182,0.597156572271885,0.6846047787441206,0.5896295112881104
Boa constrictor,0.10097314683659471,0.11357122418926571,0.049743284566566126,0.13188670354311613,0.13094011735831945,0.07222018527683513,0.09783006241076984,0.28328980843626744,0.3294006526326853,0.09159166705144342,0.3794559452192384,0.5846535059325211,0.5499702412161447,0.3586887753427736,0.3577808313887194,0.6521992409959917
Bolitoglossa franklini,0.06656170228958998,0.09659824241348876,0.1349679522194906,0.47946604354513633,0.034672387953601995,0.09737335025571278,0.3379645853738641,0.39680523517302935,0.3629876092785806,0.20374819554686818,0.37910248240736955,0.5214443499372284,0.5195259243346074,0.5968150190536522,0.6477302029686872,0.4468651686050493
Bombina orientalis,0.21297197722964556,0.16417483386856224,0.2435995436987732,0.24537952250082257,0.07940495695379438,0.20140398396210285,0.5847897934649616,0.9165927045108502,0.45088687941001004,0.3221528249478992,0.7445550300188092,0.8391869096765564,0.4617182408086098,0.8574480486905068,0.8884383923884567,0.9752610076817223
Bombyx mori,0.22707235481041335,0.7166723829108183,0.36049483395925735,0.34021226815566663,0.853851022811916,0.22125443028653113,0.23515726309982937,0.2503901318263368,0.31119589407893566,0.19317303978202688,0.222059840700233,0.25065279598714424,0.3120649253307531,0.3903089163502172,0.40532643202193014,0.26402076532351865
Bos taurus,0.7979954826659518,0.1991850223032873,0.8534383004622629,0.5667841273347323,0.20054529469222548,0.4548891758068605,0.45739187530432396,0.4526426281355195,0.45770578967741915,0.281423238652551,0.2745280059255576,0.27623806759743497,0.3111575223083196,0.9146298900500223,0.9285684481071773,0.7859900031904661
Brachylagus idahoensis,0.21459043573126468,0.1888026007601328,0.2792354760493946,0.2219820660008169,0.24177280040989035,0.14071641111886957,0.7354444893576005,0.6840600993890961,0.8829415822715565,0.14538713923728652,0.6683535680192072,0.7188479528039987,0.8873371923293741,0.7104320004255822,0.7339079814060354,0.6425504465202923
Brachymesia gravida,0.3658041083274533,0.81032015970076,0.5867984962708781,0.5589174601842873,0.4895932005282695,0.26754521193547104,0.45210125581839894,0.4656547994943928,0.5802938562567465,0.3090334055170063,0.4952681110401325,0.5112169254686808,0.6819478056550654,0.6999864842072816,0.7030065029208029,0.4510887501119566
Bradypus variegatus,0.922888934628441,0.654023383523558,0.6354591982713664,0.6123350436746497,0.8095799290622634,0.5760186408896728,0.715912500437139,0.6477258767723368,0.730930100849438,0.5625481773340323,0.5253959686372227,0.3571165904974367,0.5150036916075593,0.6558633795004183,0.6538765319286324,0.4263281595071304
Buteo buteo,0.27284539291938303,0.17917867458598563,0.30517987541042607,0.24088158854268973,0.23756326223302354,0.49302780791289463,0.5273254557069138,0.9582026439504552,0.8855455175271794,0.4369843355565197,0.6770010645218201,0.8265573966773323,0.8773950191073336,0.7479819282495246,0.721843686306031,0.713833157360565
Cacomantis variolosus,0.249646385297916,0.6467828215221718,0.5859098462647209,0.2976583025206001,0.6828621569659568,0.33586114815666224,0.704381568985158,0.4214187668665016,0.39010299731854364,0.1468021142024469,0.8503981331965376,0.4533169468039672,0.408274017128445,0.34588883266780235,0.39471298416538236,0.31882287745771126
Callionymus lyra,0.2685419915073279,0.7334637698550345,0.7122323130778021,0.6970924282084454,0.3225699918165083,0.23454919367432112,0.6134162576799883,0.5469626987295271,0.521350590523378,0.31039026711636797,0.7116441506113672,0.6780770139116038,0.6621118170488488,0.710678094538582,0.7079085437410074,0.7028593973464972
Calomys callosus,0.16236740148588968,0.21517671119054774,0.22519416054853755,0.1884583606040183,0.2979575462344057,0.22629333023511058,0.6707554877688504,0.8718684107458529,0.6258621769658929,0.17350324853181745,0.58445397488566,0.8529564692150386,0.47337174663289283,0.7984531850622737,0.8713500915522291,0.6979113339525688
Camelus dromedarius,0.7905219890979982,0.5470164819937126,0.46718180103630597,0.6281539060006197,0.45955397607362924,0.33328446254391664,0.3333155777214186,0.3301022905228941,0.333794742621701,0.3841054721330319,0.43512906492478265,0.43588332096623694,0.4326806695232379,0.6466989444943299,0.6294569291509242,0.6137504976495611
Capreolus capreolus,0.38847356609861905,0.1637305330997521,0.4507712494756206,0.3218922755821318,0.18218607159577252,0.09818044432897412,0.4568347924954679,0.5532289270364166,0.64112960868771,0.05750835201876254,0.5511622195777813,0.6559502250150948,0.7006788740697062,0.7900772068759254,0.7038761788101672,0.6075318033482768
Carapus homei,0.4805528825017726,0.08894735011075726,0.17827520094611615,0.2071031959676628,0.07303837933439555,0.6201498232307348,0.44659181426717826,0.45490643643110573,0.3317215946011039,0.68952875781555,0.5852002398116966,0.4339464786649942,0.6101657412908861,0.31125048628486524,0.2974265179821938,0.313951084161415
Castor canadensis,0.5031150715237364,0.8418262988317223,0.48478077060186403,0.7410289511051121,0.4827900449983451,0.06658004230843526,0.4241531700254482,0.464769212845727,0.57596405005701,0.159264363002295,0.5957115365378389,0.582048440916287,0.47015455522132227,0.937093749756204,0.7151102238800662,0.6200794831480615
