"taxon_name","class","order","family","Genus","species","wet_Mass_g","wet_Mass_kg","temperature","temperature_unit","Reference","log_mass","log_BMR","inv_kT","row_id","temp_K","pc1","pc2","pc3","pc4","pc5","removed_due_bad_branch","in_phylogeny","fixed_only_log_BMR","conditional_log_BMR"
"Anaxyrus boreas","Amphibia","Anura","Bufonidae","Anaxyrus","boreas",47,0.047,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-3.05760767727208,-1.75029767942046,39.5871292029482,5,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-3.8215832331496,-2.94977412018453
"Anaxyrus retiformis","Amphibia","Anura","Bufonidae","Anaxyrus","retiformis",10,0.01,26,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-4.60517018598809,-2.21640739675299,38.7931369742412,7,299.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.51059159614409,-4.00284738681053
"Batrachoseps attenuatus","Amphibia","Caudata","Plethodontidae","Batrachoseps","attenuatus",1,0.001,23,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.90775527898214,-5.90630673876768,39.1861115172861,8,296.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.51140856357448,-7.22449570136525
"Batrachoseps attenuatus","Amphibia","Caudata","Plethodontidae","Batrachoseps","attenuatus",0.93,0.00093,25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.98032597181697,-7.71638065338819,38.9232497932056,42,298.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.40389102760083,-7.11697816539161
"Bolitoglossa occidentalis","Amphibia","Caudata","Plethodontidae","Bolitoglossa","occidentalis",1,0.001,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.90775527898214,-7.40023176407995,40.2740479814134,9,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-7.18562945120499,-8.25478320007193
"Bolitoglossa occidentalis","Amphibia","Caudata","Plethodontidae","Bolitoglossa","occidentalis",0.9699999999999,0.0009699999999999,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.93821448646695,-9.09237957434262,40.2740479814134,45,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-7.20887523141297,-8.27802898027991
"Colostethus inguinalis","Amphibia","Anura","Dendrobatidae","Colostethus","inguinalis",2,0.002,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.21460809842219,-5.07073921816597,39.5871292029482,10,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.23093475495719,-6.00334498375944
"Colostethus inguinalis","Amphibia","Anura","Dendrobatidae","Colostethus","inguinalis",1.57,0.00157,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.45667965962192,-7.18441828495148,39.5871292029482,50,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.41567831104149,-6.18808853984373
"Desmognathus quadramaculatus","Amphibia","Caudata","Plethodontidae","Desmognathus","quadramaculatus",1.6,0.0016,5,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.4377516497364,-8.34829465495442,41.7219734885647,56,278.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-7.72424820075524,-8.49269701330322
"Desmognathus quadramaculatus","Amphibia","Caudata","Plethodontidae","Desmognathus","quadramaculatus",28,0.028,21,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-3.57555076880693,-4.42284862919414,39.4525477676161,11,294.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.13346230596579,-4.90191111851379
"Discoglossus pictus","Amphibia","Anura","Alytidae","Discoglossus","pictus",101.25,0.10125,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-2.29016257299549,-4.92125173296157,39.5871292029482,57,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-3.23588643770256,-3.39912487836641
"Discoglossus pictus","Amphibia","Anura","Alytidae","Discoglossus","pictus",31,0.031,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-3.47376807449699,-3.0924879420183,39.5871292029482,12,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.13918746267473,-4.30242590333857
"Dryophytes arenicolor","Amphibia","Anura","Hylidae","Dryophytes","arenicolor",7.78,0.00778,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-4.85619894079184,-4.29944438513745,39.5871292029482,58,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.19422752196235,-4.48830211599096
"Dryophytes arenicolor","Amphibia","Anura","Hylidae","Dryophytes","arenicolor",3,0.003,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-5.80914299031403,-4.1491527987171,39.5871292029482,13,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.92149292887584,-5.21556752290445
"Dryophytes cinereus","Amphibia","Anura","Hylidae","Dryophytes","cinereus",10,0.01,21,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-4.60517018598809,-3.17672138511417,39.4525477676161,14,294.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.91924462422228,-4.69754114424176
"Dryophytes cinereus","Amphibia","Anura","Hylidae","Dryophytes","cinereus",3.9,0.0039,25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-5.54677872584654,-7.10267587135273,38.9232497932056,59,298.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.309840100169,-5.08813662018848
"Dryophytes squirellus","Amphibia","Anura","Hylidae","Dryophytes","squirellus",2,0.002,28,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.21460809842219,-3.82177612758037,38.5355036554682,15,301.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.57921663220304,-5.40030354973941
"Dryophytes squirellus","Amphibia","Anura","Hylidae","Dryophytes","squirellus",2.27,0.00227,27,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.08797544748883,-7.61123566368187,38.6638911405773,60,300.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.56213831971505,-5.38322523725142
"Engystomops pustulosus","Amphibia","Anura","Leptodactylidae","Engystomops","pustulosus",2,0.002,25,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.21460809842219,-3.98399650505324,38.9232497932056,16,298.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.81951241580866,-5.43354009416857
"Engystomops pustulosus","Amphibia","Anura","Leptodactylidae","Engystomops","pustulosus",2.9,0.0029,25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-5.84304454198971,-6.27382745808216,38.9232497932056,61,298.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.53594348938682,-5.14997116774673
"Gastrophryne carolinensis","Amphibia","Anura","Microhylidae","Gastrophryne","carolinensis",2,0.002,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.21460809842219,-4.75470191995906,39.5871292029482,17,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.23093475495719,-5.95099509715864
"Gastrophryne carolinensis","Amphibia","Anura","Microhylidae","Gastrophryne","carolinensis",3.5,0.0035,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-5.65499231048677,-6.65738574141434,40.2740479814134,65,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.22954900712671,-5.94960934932815
"Geotrypetes seraphini","Amphibia","Gymnophiona","Dermophiidae","Geotrypetes","seraphini",1.9,0.0019,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.26590139280974,-7.50722998367945,39.5871292029482,66,293.15,-5302.12386794263,4744.47613397881,0.923765239666271,-0.370516431899639,-0.000675565181628346,FALSE,TRUE,-6.27008064041961,-6.8602882243998
"Geotrypetes seraphini","Amphibia","Gymnophiona","Dermophiidae","Geotrypetes","seraphini",2,0.002,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-6.21460809842219,-6.36413983239317,39.5871292029482,18,293.15,-5302.12386794263,4744.47613397881,0.923765239666271,-0.370516431899639,-0.000675565181628346,FALSE,TRUE,-6.23093475495719,-6.82114233893737
"Gyrinophilus porphyriticus","Amphibia","Caudata","Plethodontidae","Gyrinophilus","porphyriticus",1.9299999999999,0.0019299999999999,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.25023527606539,-7.83011438625815,40.2740479814134,67,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.6838250139825,-7.41831582441718
"Gyrinophilus porphyriticus","Amphibia","Caudata","Plethodontidae","Gyrinophilus","porphyriticus",7,0.007,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-4.96184512992682,-5.535447159837,40.2740479814134,19,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.70055471142423,-6.43504552185891
"Plethodon glutinosus","Amphibia","Caudata","Plethodontidae","Plethodon","glutinosus",4,0.004,22,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-5.52146091786225,-5.63924395351865,39.3188782850898,20,295.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.53569879174038,-6.41861795976878
"Plethodon glutinosus","Amphibia","Caudata","Plethodontidae","Plethodon","glutinosus",5.01,0.00501,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-5.29631936388536,-6.98371881778928,39.5871292029482,73,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.53011750286159,-6.41303667088999
"Plethodon jordani","Amphibia","Caudata","Plethodontidae","Plethodon","jordani",3.1,0.0031,5,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-5.77635316749104,-8.81290743556595,41.7219734885647,74,278.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-7.21948379558023,-8.01362688804451
"Plethodon jordani","Amphibia","Caudata","Plethodontidae","Plethodon","jordani",4,0.004,27,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-5.52146091786225,-4.55638002181867,38.6638911405773,21,300.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.12978720726741,-5.9239302997317
"Pseudacris cadaverina","Amphibia","Anura","Hylidae","Pseudacris","cadaverina",3,0.003,23,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-5.80914299031403,-3.83712169725503,39.1861115172861,22,296.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.67297244179064,-5.31639328713001
"Pseudoeurycea unguidentis","Amphibia","Caudata","Plethodontidae","Pseudoeurycea","unguidentis",3,0.003,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-5.80914299031403,-6.27176651226219,40.2740479814134,23,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.34719332942116,-7.3893642200854
"Pseudotriton ruber","Amphibia","Caudata","Plethodontidae","Pseudotriton","ruber",10.81,0.01081,5,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-4.52728364733102,-7.87969086482374,41.7219734885647,78,278.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-6.26622210797341,-7.087790988452
"Pseudotriton ruber","Amphibia","Caudata","Plethodontidae","Pseudotriton","ruber",11,0.011,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-4.50986000618377,-5.17315422359404,40.2740479814134,24,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.35560985857305,-6.17717873905166
"Pyxicephalus adspersus","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","adspersus",400,0.4,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-0.916290731874155,0.647335908416033,39.5871292029482,25,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-2.18737843339625,-1.61759094290648
"Pyxicephalus adspersus","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","adspersus",562.3,0.5623,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-0.575719763683981,-2.53471515228795,39.5871292029482,79,293.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-1.92746235134722,-1.35767486085744
"Rhinella marina","Amphibia","Anura","Bufonidae","Rhinella","marina",266,0.266,25,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-1.32425897020044,0.746424616347546,38.9232497932056,26,298.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-2.08730825285862,-1.55355524077145
"Rhinella marina","Amphibia","Anura","Bufonidae","Rhinella","marina",145,0.145,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-1.93102153656156,-4.76123937163799,40.2740479814134,82,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-3.38749849892469,-2.85374548683751
"Scaphiopus couchii","Amphibia","Anura","Scaphiopodidae","Scaphiopus","couchii",21,0.021,25,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-3.86323284125871,-1.48256055331402,38.9232497932056,27,298.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.02499584994656,-3.25745656614492
"Scaphiopus couchii","Amphibia","Anura","Scaphiopodidae","Scaphiopus","couchii",24.6,0.0246,21,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-3.70500883604382,-4.59417090052973,39.4525477676161,83,294.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.23226178322206,-3.46472249942042
"Spea hammondii","Amphibia","Anura","Scaphiopodidae","Spea","hammondii",11,0.011,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-4.50986000618377,-3.72970144863419,40.2740479814134,28,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.35560985857305,-4.76866889097818
"Spea hammondii","Amphibia","Anura","Scaphiopodidae","Spea","hammondii",12.74,0.01274,21,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-4.36300862883812,-5.05615580939807,39.4525477676161,88,294.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-4.73443238525843,-4.14749141766357
"Taricha torosa","Amphibia","Caudata","Salamandridae","Taricha","torosa",9.8699999999999,0.0098699999999999,10,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-4.61825542553676,-7.61398769909094,40.9852266496354,89,283.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.87906964672571,-6.48332693184337
"Taricha torosa","Amphibia","Caudata","Salamandridae","Taricha","torosa",11,0.011,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).",-4.50986000618377,-4.80091476311419,40.2740479814134,29,288.15,-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.00293293133310313,FALSE,TRUE,-5.35560985857305,-5.95986714369072
