"","term","Value","Std.Error","Zscore","Pvalue"
"1","(Intercept)",23.0450280715546,2.01279660330628,11.4492582279303,2.37166251687398e-30
"2","log_mass",0.76317744706852,0.0178768957258544,42.6907142477078,0
"3","inv_kT",-0.619724505852764,0.0490109201060494,-12.6446209234964,1.19800947718021e-36
