class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name,pc1,pc2,pc3,pc4,pc5
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,2.6999999990115,0.0026999999990115,0.0045976207111111,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,2.6999999990115,0.0026999999990115,0.0053324002777777,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,2.9799999994767,0.0029799999994767,0.0022128139333333,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,3.2800000021775,0.0032800000021775,0.0035959878722222,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,3.2800000021775,0.0032800000021775,0.0053302231555555,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,3.9900000028779,0.0039900000028779,0.0029627944944444,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,5.0999999988499,0.0050999999988499,0.0043818521111111,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,8.7200000013539,0.0087200000013539,0.0048478345388888,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.0,0.01,0.0053261799222222,W,19.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.1000000050548,0.0101000000050548,0.0039265998,W,16.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.2000000055916,0.0102000000055916,0.0078912992777777,W,22.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.2000000055916,0.0102000000055916,0.0126102169333333,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.499999998309,0.010499999998309,0.0118381152333333,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.5999999935376,0.0105999999935376,0.0079122929777777,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.5999999935376,0.0105999999935376,0.0099727859444444,W,25.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,10.7000000077556,0.0107000000077556,0.0077373454611111,W,22.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,11.1000000054527,0.0111000000054527,0.0135502682555555,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,11.2999999874218,0.0112999999874218,0.0190661690388888,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,12.8999999911113,0.0128999999911113,0.0087263820833333,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,13.1999999937433,0.0131999999937433,0.0216561698166666,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,16.4999999918731,0.0164999999918731,0.0046186144166666,W,16.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,17.0999999845592,0.0170999999845592,0.0073128061555555,W,19.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,17.2999999948694,0.0172999999948694,0.0117028224888888,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,17.2999999948694,0.0172999999948694,0.0157382785166666,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,20.0000000154742,0.0200000000154742,0.0333566596666666,W,30.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,20.0000000154742,0.0200000000154742,0.0466526708666666,W,30.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,21.099999985536694,0.0210999999855367,0.0163241583055555,W,25.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,22.3999999827645,0.0223999999827645,0.0105372832611111,W,22.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,22.3999999827645,0.0223999999827645,0.0284767902944444,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,22.5999999923294,0.0225999999923294,0.0237228831333333,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,22.799999999976095,0.0227999999999761,0.0294285047833333,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,23.6999999994486,0.0236999999994486,0.0241404245388888,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,23.900000002854,0.023900000002854,0.0072474924166666,W,16.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,24.0000000159372,0.0240000000159372,0.0088640074666666,W,19.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,25.499999974519906,0.0254999999745199,0.0156636342444444,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,27.100000007837,0.027100000007837,0.0316071845111111,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,27.8999999824235,0.0278999999824235,0.0078096571055555,W,16.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,28.8000000159664,0.0288000000159664,0.0100769769055555,W,19.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,32.200000022552004,0.032200000022552,0.0307954280388888,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,33.2000000226251,0.0332000000226251,0.0205225099111111,W,25.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,33.4999999971579,0.0334999999971579,0.0071631288388888,W,16.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,33.4999999971579,0.0334999999971579,0.0093771868444444,W,19.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,33.4999999971579,0.0334999999971579,0.0158891221499999,W,22.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,35.299999968477294,0.0352999999684773,0.0144098437111111,W,30.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,35.299999968477294,0.0352999999684773,0.0149587901388888,W,30.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,35.299999968477294,0.0352999999684773,0.0155077365666666,W,30.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,35.299999968477294,0.0352999999684773,0.0236046963666666,W,30.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,36.2000000389123,0.0362000000389123,0.0088663401,W,16.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,36.2000000389123,0.0362000000389123,0.0122439934666666,W,19.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,39.0999999643597,0.0390999999643597,0.0393705777166666,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,39.600000006791895,0.0396000000067919,0.03279216235,W,25.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,39.9000000287794,0.0399000000287794,0.0443643573611111,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,40.600000039526,0.040600000039526,0.0197301920555555,W,22.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,41.399999988475,0.041399999988475,0.0341217634722222,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,41.8000000216524,0.0418000000216524,0.0390016328444444,W,32.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,42.2000000037241,0.0422000000037241,0.0254295933444444,W,25.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
Teleostei,Perciformes,Cichlidae,Oreochromis,mossambicus,43.5000000045436,0.0435000000045436,0.0353452297666666,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Oreochromis mossambicus,-3711.5356988179274,8134.71456978412,5807.756522881872,461.0103013615477,2037.0065292950037
