class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name,pc1,pc2,pc3,pc4,pc5
Aves,Psittaciformes,Psittacidae,Cacatua,galerita,776.1,0.7761,3.4148400000000003,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cacatua galerita,17538.819869699357,-96.89469967975964,750.204576149813,-1481.708504551965,5.725404938609686
Aves,Cuculiformes,Cuculidae,Cacomantis,variolosus,23.8,0.0238,0.12138,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cacomantis variolosus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Charadriiformes,Scolopacidae,Calidris,canutus,130.0,0.13,0.884,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Calidris canutus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Galliformes,Odontophoridae,Callipepla,gambelii,126.1,0.1261,0.7565999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Callipepla gambelii,9332.004160251032,111.84919890416066,-1660.809532909283,8683.1446173023,-108.34621705341812
Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,41.0,0.041,0.5043000000000001,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cardinalis cardinalis,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Fringillidae,Carduelis,carduelis,16.5,0.0165,0.34815,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Carduelis carduelis,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Fringillidae,Carpodacus,erythrinus,21.6,0.0216,0.35856,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Carpodacus erythrinus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Cuculiformes,Cuculidae,Centropus,senegalensis,175.0,0.175,1.505,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Centropus senegalensis,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Anseriformes,Anhimidae,Chauna,chavaria,2620.0,2.62,6.812,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Chauna chavaria,17503.251280298682,-95.987260835421,739.7034657690904,-1437.1379769288571,5.212278052104851
Aves,Passeriformes,Fringillidae,Chloris,chloris,28.2,0.0282,0.47376,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Chloris chloris,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Chloropseidae,Chloropsis,sonnerati,39.7,0.0397,0.37715,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Chloropsis sonnerati,17531.392415503502,-96.70517616659164,748.011131084567,-1472.395304122578,5.618036831829961
Aves,Apodiformes,Trochilidae,Chlorostilbon,mellisugus,2.9,0.0029,0.145,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Chlorostilbon mellisugus,-2950.5808069776567,-508.4953673841997,-1320.7298151978875,-472.6889824514025,232.8043229764502
Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,minor,72.0,0.072,0.4391999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Chordeiles minor,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,306.0,0.306,1.8666,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Chroicocephalus ridibundus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Passeriformes,Cinclidae,Cinclus,mexicanus,50.2,0.0502,0.46184,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cinclus mexicanus,17531.453538980993,-96.70673588797035,748.0291828931579,-1472.4719568937176,5.618920797406529
Aves,Passeriformes,Nectariniidae,Cinnyris,venustus,7.0999999999999,0.0070999999999999,0.13987,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cinnyris venustus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Fringillidae,Coccothraustes,coccothraustes,48.2999999999999,0.0482999999999999,0.7003499999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Coccothraustes coccothraustes,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Coerebidae,Coereba,flaveola,10.0,0.01,0.215,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Coereba flaveola,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Galliformes,Odontophoridae,Colinus,virginianus,194.0,0.194,1.1058,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Colinus virginianus,9332.004160251032,111.84919890416066,-1660.809532909283,8683.1446173023,-108.34621705341812
Aves,Coliiformes,Coliidae,Colius,colius,35.1,0.0351,0.1755,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Colius colius,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Columbiformes,Columbidae,Columba,livia,368.0,0.368,1.656,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Columba livia,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Columbiformes,Columbidae,Columba,palumbus,493.0,0.493,1.972,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Columba palumbus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Passeriformes,Tyrannidae,Contopus,virens,13.9,0.0139,0.25715,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Contopus virens,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Muscicapidae,Copsychus,saularis,33.5,0.0335,0.23115,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Copsychus saularis,17531.453538980993,-96.70673588797035,748.0291828931579,-1472.4719568937176,5.618920797406529
Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,384.8,0.3848,3.2708000000000004,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Corvus brachyrhynchos,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Passeriformes,Corvidae,Corvus,corax,1203.0,1.203,5.5338,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Corvus corax,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Passeriformes,Corvidae,Corvus,corone,518.0,0.518,3.3152000000000004,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Corvus corone,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Passeriformes,Corvidae,Corvus,frugilegus,390.0,0.39,2.613,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Corvus frugilegus,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Passeriformes,Corvidae,Corvus,ruficollis,660.0,0.66,3.366,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Corvus ruficollis,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Galliformes,Phasianidae,Coturnix,coturnix,109.0,0.109,0.8283999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Coturnix coturnix,17501.401540393796,-95.94020706389009,739.1599542150819,-1434.846002515317,5.1865343671790605
Aves,Galliformes,Phasianidae,Coturnix,japonica,115.0,0.115,0.9775,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Coturnix japonica,17501.401540393796,-95.94020706389009,739.1599542150819,-1434.846002515317,5.1865343671790605
Aves,Galliformes,Phasianidae,Coturnix,pectoralis,95.8,0.0958,0.63228,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Coturnix pectoralis,17501.401540393796,-95.94020706389009,739.1599542150819,-1434.846002515317,5.1865343671790605
Aves,Galliformes,Cracidae,Crax,alberti,2800.0,2.8,6.72,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Crax alberti,9332.004160251032,111.84919890416066,-1660.809532909283,8683.1446173023,-108.34621705341812
Aves,Galliformes,Cracidae,Crax,daubentoni,2800.0,2.8,7.279999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Crax daubentoni,9332.004160251032,111.84919890416066,-1660.809532909283,8683.1446173023,-108.34621705341812
Aves,Gruiformes,Rallidae,Crex,crex,96.0,0.096,0.7871999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Crex crex,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Cuculiformes,Cuculidae,Cuculus,canorus,111.5999999999999,0.1115999999999999,0.837,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cuculus canorus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Corvidae,Cyanocitta,cristata,80.8,0.0808,0.83224,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cyanocitta cristata,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Anseriformes,Anatidae,Cygnus,buccinator,8800.0,8.8,20.24,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cygnus buccinator,17503.251280298682,-95.987260835421,739.7034657690904,-1437.1379769288571,5.212278052104851
Aves,Galliformes,Phasianidae,Dendragapus,obscurus,1131.0,1.131,4.976400000000001,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Dendragapus obscurus,17501.401540393796,-95.94020706389009,739.1599542150819,-1434.846002515317,5.1865343671790605
Aves,Procellariiformes,Diomedeidae,Diomedea,exulans,8130.000000000001,8.13,20.325000000000003,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Diomedea exulans,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Passeriformes,Emberizidae,Emberiza,citrinella,26.8,0.0268,0.43684,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Emberiza citrinella,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Emberizidae,Emberiza,hortulana,27.0,0.027,0.4077,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Emberiza hortulana,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Emberizidae,Emberiza,schoeniclus,17.6,0.0176,0.30096,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Emberiza schoeniclus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Tyrannidae,Empidonax,virescens,12.3,0.0123,0.17958,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Empidonax virescens,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,268.7,0.2687,1.23602,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eolophus roseicapilla,17538.819869699357,-96.89469967975964,750.204576149813,-1481.708504551965,5.725404938609686
Aves,Passeriformes,Alaudidae,Eremophila,alpestris,26.0,0.026,0.3094,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eremophila alpestris,17531.482083494204,-96.7074642735829,748.0376130352294,-1472.5077534687953,5.619333604240353
Aves,Passeriformes,Muscicapidae,Erithacus,rubecula,17.6,0.0176,0.2816,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Erithacus rubecula,17531.453538980993,-96.70673588797035,748.0291828931579,-1472.4719568937176,5.618920797406529
Aves,Passeriformes,Estrildidae,Estrilda,melpoda,7.5,0.0075,0.13125,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Estrilda melpoda,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Passeriformes,Estrildidae,Estrilda,troglodytes,7.5,0.0075,0.15075,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Estrilda troglodytes,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,940.0,0.94,4.136,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eudocimus albus,-2836.567366886032,234.10004230767797,-2017.75783610299,-549.7817874540098,170.41390811095337
Aves,Cuculiformes,Cuculidae,Eudynamys,scolopaceus,188.0,0.188,1.6544,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eudynamys scolopaceus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Sphenisciformes,Spheniscidae,Eudyptes,chrysolophus,3870.0,3.87,8.514000000000001,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eudyptes chrysolophus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,960.0,0.96,3.744,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eudyptula minor,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Caprimulgiformes,Caprimulgidae,Eurostopodus,argus,88.0,0.088,0.4047999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Eurostopodus argus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Galliformes,Phasianidae,Excalfactoria,chinensis,44.0,0.044,0.4047999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Excalfactoria chinensis,17501.401540393796,-95.94020706389009,739.1599542150819,-1434.846002515317,5.1865343671790605
Aves,Falconiformes,Falconidae,Falco,sparverius,117.0,0.117,0.8424,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Falco sparverius,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Falconiformes,Falconidae,Falco,subbuteo,208.0,0.208,1.2896,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Falco subbuteo,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Falconiformes,Falconidae,Falco,tinnunculus,131.0,0.131,0.7729,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Falco tinnunculus,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Muscicapidae,Ficedula,hypoleuca,11.6999999999999,0.0116999999999999,0.2328299999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ficedula hypoleuca,17531.453538980993,-96.70673588797035,748.0291828931579,-1472.4719568937176,5.618920797406529
Aves,Suliformes,Fregatidae,Fregata,magnificens,1078.0,1.078,2.8028000000000004,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Fregata magnificens,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Passeriformes,Fringillidae,Fringilla,coelebs,21.0,0.021,0.3717,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Fringilla coelebs,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Passeriformes,Fringillidae,Fringilla,montifringilla,21.0,0.021,0.3822,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Fringilla montifringilla,17503.723847782807,-95.99928183301098,739.8423171939748,-1437.7234885133362,5.218853651862631
Aves,Gruiformes,Rallidae,Fulica,atra,412.0,0.412,2.06,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Fulica atra,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Galliformes,Phasianidae,Gallus,gallus,2710.0,2.71,5.962000000000001,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gallus gallus,17501.401540393796,-95.94020706389009,739.1599542150819,-1434.846002515317,5.1865343671790605
Aves,Passeriformes,Corvidae,Garrulus,glandarius,153.0,0.153,1.3923,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Garrulus glandarius,17531.354339403715,-96.70420455738856,747.9998859298125,-1472.3475541637197,5.617486173656667
Aves,Strigiformes,Strigidae,Glaucidium,cuculoides,163.0,0.163,0.8639,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Glaucidium cuculoides,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Strigiformes,Strigidae,Glaucidium,gnoma,54.0,0.054,0.4427999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Glaucidium gnoma,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Gruiformes,Gruidae,Grus,paradisea,4030.000000000001,4.03,10.478000000000002,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Grus paradisea,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,5070.0,5.07,11.154000000000002,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gypaetus barbatus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,554.0,0.554,2.9362000000000004,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Haematopus ostralegus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
