Species,wet_mass_g,wet_mass_kg,BMR,BMR_unit,temperature,temperature_unit,Food,Habitat,Torpor,Islands,Mountains,source_file,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Chanos chanos,2.1000000012866145,0.0021000000012866,0.007931799034876,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,2.1000000012866145,0.0021000000012866,0.0086735258205458,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,6.299999993420214,0.0062999999934202,0.0206962911111111,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,6.299999993420214,0.0062999999934202,0.0232435269444444,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,6.299999993420214,0.0062999999934202,0.0198862964867894,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,6.299999993420214,0.0062999999934202,0.0210890966737456,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,10.999999995992408,0.0109999999959924,0.0377186843944444,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,10.999999995992408,0.0109999999959924,0.0316069161221726,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,10.999999995992408,0.0109999999959924,0.0331470094857509,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chanos chanos,10.999999995992408,0.0109999999959924,0.041353705,W,25.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cheilinus fasciatus,34.19999999557947,0.0341999999955794,0.0763691639793507,W,27.7,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Chiloscyllium plagiosum,879.9999996957177,0.8799999996957177,0.1777348471161172,W,23.0,C,,,,,,pnas.2303764120.sd01.xlsx,3972.374375105239,-4634.166215212608,519.6323025061387,-394.1458529706246,-663.7144754779728,-0.8705772328856906,-170.80510429563768,17.76367502572277,0.0461305131763862,0.5151585446154797
Chiloscyllium plagiosum,879.9999996957177,0.8799999996957177,0.2155507720762497,W,23.0,C,,,,,,pnas.2303764120.sd01.xlsx,3972.374375105239,-4634.166215212608,519.6323025061387,-394.1458529706246,-663.7144754779728,-0.8705772328856906,-170.80510429563768,17.76367502572277,0.0461305131763862,0.5151585446154797
Chiloscyllium plagiosum,879.9999996957177,0.8799999996957177,0.2420219195360609,W,23.0,C,,,,,,pnas.2303764120.sd01.xlsx,3972.374375105239,-4634.166215212608,519.6323025061387,-394.1458529706246,-663.7144754779728,-0.8705772328856906,-170.80510429563768,17.76367502572277,0.0461305131763862,0.5151585446154797
Chromis atripectoralis,5.929999995026239,0.0059299999950262,0.0390837491542324,W,32.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis atripectoralis,6.9699999984270455,0.006969999998427,0.0448395073555347,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis chromis,0.080000000001484,8.000000000148402e-05,4.872142021016431e-05,W,24.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis chromis,1.5599999987267623,0.0015599999987267,0.0034759455755866,W,23.4,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis chromis,10.399999992845144,0.0103999999928451,0.0084394820946597,W,16.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis chromis,13.199999993743376,0.0131999999937433,0.0208096617376566,W,22.4,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis ternatensis,5.060000001866514,0.0050600000018665,0.0199731185316823,W,32.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Chromis ternatensis,5.839999998488555,0.0058399999984885,0.0276485901714848,W,29.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283634,5776.471469750778,1516.7233201695356,0.653232376828324,11.169003137802829,-0.1975769596007451,-0.0005229685699861,57.04900055780927
Cichlasoma bimaculatum,4.99999999613144,0.0049999999961314,0.0018227625734511,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,4.99999999613144,0.0049999999961314,0.0015738257182253,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,4.99999999613144,0.0049999999961314,0.0037634162405607,W,27.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,4.99999999613144,0.0049999999961314,0.0041072180886807,W,32.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,10.999999995992408,0.0109999999959924,0.0029321429956353,W,22.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,10.999999995992408,0.0109999999959924,0.0046384182981139,W,32.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,66.00000006962257,0.0660000000696225,0.0194461300275102,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cichlasoma bimaculatum,82.99999992812684,0.0829999999281268,0.021352577757136,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5282.8527764436585,-5555.39368155633,798.3678851283632,5776.471469750778,1516.7233201695356,0.6532323768283277,11.169003137803475,-0.1975769596008106,-0.0005229685699801,57.04900055780926
Cirrhinus cirrhosus,3.3999999996691943,0.0033999999996691,0.0010360393698725,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,3.3999999996691943,0.0033999999996691,0.0013243743430997,W,20.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,3.3999999996691943,0.0033999999996691,0.0008852397993943,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,3.3999999996691943,0.0033999999996691,0.0010599110884965,W,30.0,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,4.240000003976136,0.0042400000039761,0.0029795603013092,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,4.9400000008684986,0.0049400000008684,0.0031651627673591,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,4.99999999613144,0.0049999999961314,0.0034743687471272,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,4.99999999613144,0.0049999999961314,0.003497531209987,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,4.99999999613144,0.0049999999961314,0.0035125786574134,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,5.249999995092561,0.0052499999950925,0.0036727109200778,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,8.000000000148406,0.0080000000001484,0.0051242323926074,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,8.999999990895756,0.0089999999908957,0.0055450925203356,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,10.999999995992408,0.0109999999959924,0.0065225482663399,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,11.2999999874218,0.0112999999874218,0.0068064079659287,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,11.49999999063646,0.0114999999906364,0.0067657540767191,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,11.49999999063646,0.0114999999906364,0.006890852836191,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,11.999999998684082,0.011999999998684,0.0071904551317661,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,16.499999991873135,0.0164999999918731,0.0138349363566611,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,16.499999991873135,0.0164999999918731,0.0092537261244197,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,19.77999998810542,0.0197799999881054,0.0107461642895007,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,20.00000001547424,0.0200000000154742,0.0108624281173267,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,23.31999999532969,0.0233199999953296,0.0121185477801149,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,24.00000001593724,0.0240000000159372,0.0121185981970234,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,24.00000001593724,0.0240000000159372,0.0122297779935951,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,24.00000001593724,0.0240000000159372,0.0124681783595106,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,24.00000001593724,0.0240000000159372,0.0125390202840689,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,31.00000001182966,0.0310000000118296,0.0149351531273571,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,31.80000000113987,0.0318000000011398,0.0155863553576891,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,31.99999997642847,0.0319999999764284,0.0156796788480963,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,32.50000000158092,0.0325000000015809,0.0155072658494429,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,32.50000000158092,0.0325000000015809,0.0160206055989608,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,41.99999996151962,0.0419999999615196,0.0190673356912779,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,41.99999996151962,0.0419999999615196,0.0197117649368045,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,47.999999958488594,0.0479999999584885,0.0211241619907424,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,48.76000000602416,0.0487600000060241,0.0223154043574946,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,49.99999996131443,0.0499999999613144,0.0225808627970551,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,52.00000004372712,0.0520000000437271,0.0226436192591007,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,52.00000004372712,0.0520000000437271,0.0234840973077563,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,59.00000004861562,0.0590000000486156,0.0248718477479806,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,63.60000005148781,0.0636000000514878,0.0274169624364169,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,65.00000005345315,0.0650000000534531,0.0282039403954217,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,67.00000004615447,0.0670000000461544,0.0276235478008424,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,71.00000004592658,0.0710000000459265,0.0289438079256775,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,71.00000004592658,0.0710000000459265,0.0301786589844864,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,83.99999998803108,0.083999999988031,0.0330759904895984,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,83.99999998803108,0.083999999988031,0.0347125420254589,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,94.99999993681584,0.0949999999368158,0.0381480092485684,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,96.99999994053404,0.096999999940534,0.0372961903938509,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,96.99999994053404,0.096999999940534,0.0389394434003753,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,120.99999991183294,0.1209999999118329,0.0442819878247092,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,120.99999991183294,0.1209999999118329,0.0467881380702658,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,122.00000009136838,0.1220000000913683,0.0468287481952241,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,124.99999999768124,0.1249999999976812,0.0457458551914719,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,134.99999984612782,0.1349999998461278,0.048154750858883,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,134.99999984612782,0.1349999998461278,0.0510061842056671,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,141.9999998747532,0.1419999998747532,0.0506516638666258,W,21.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
Cirrhinus cirrhosus,141.9999998747532,0.1419999998747532,0.053231801281409,W,30.5,C,,,,,,pnas.2303764120.sd01.xlsx,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.0518165390428367,0.5786593485044109
