,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Jaculus jaculus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Napaeozapus insignis,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Zapus hudsonius,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Pedetes capensis,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Castor canadensis,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Heteromys anomalus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Heteromys desmarestianus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Perognathus longimembris,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Perognathus flavus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Chaetodipus intermedius,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Chaetodipus fallax,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Chaetodipus baileyi,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Chaetodipus hispidus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Dipodomys agilis,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Dipodomys microps,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Dipodomys panamintinus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Dipodomys merriami,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Dipodomys deserti,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Microdipodops megacephalus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Microdipodops pallidus,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Geomys pinetis,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Geomys bursarius,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Thomomys talpoides,-5245.42809510134,-5371.5125355869895,585.5198230162318,-443.0625874385415,-745.9272767006054,-0.9781958542154996,-191.86521015521856,19.95321262347688,0.05181653904283679,0.5786593485044109
Thomomys bottae,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Thomomys umbrinus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Heterocephalus glaber,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Georychus capensis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Bathyergus janetta,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Bathyergus suillus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cryptomys hottentotus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Heliophobius argenteocinereus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Aconaemys fuscus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Spalacopus cyanus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Octodon degus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Octodontomys gliroides,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Tympanoctomys barrerae,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Octomys mimax,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Ctenomys australis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Ctenomys talarum,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Ctenomys maulinus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Ctenomys fulvus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Ctenomys opimus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Capromys pilorides,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Proechimys semispinosus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Myocastor coypus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Thrichomys apereoides,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Chinchilla lanigera,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Dasyprocta leporina,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Myoprocta acouchy,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cavia porcellus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Galea musteloides,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Kerodon rupestris,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Dolichotis salinicola,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cuniculus paca,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Coendou prehensilis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Hystrix africaeaustralis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Nycticebus coucang,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Loris tardigradus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Otolemur crassicaudatus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cheirogaleus medius,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Eulemur fulvus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Aotus trivirgatus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cebuella pygmaea,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Callimico goeldii,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cercopithecus mitis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Colobus guereza,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Ptilocercus lowii,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Tupaia glis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Heterohyrax brucei,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Eremitalpa granti,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Geogale aurita,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Limnogale mergulus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Microgale cowani,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Microgale talazaci,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Microgale dobsoni,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Setifer setosus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Elephantulus intufi,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Elephantulus brachyrhynchus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Elephantulus edwardii,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Elephantulus myurus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Petrodromus tetradactylus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Macroscelides proboscideus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Orycteropus afer,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Zaedyus pichiy,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Chaetophractus vellerosus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Chaetophractus villosus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Euphractus sexcinctus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Tolypeutes matacus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cabassous centralis,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594775,0.006235082429458085,-0.014166643980220307,49.18974163448741,7.569602329423299e-05
Priodontes maximus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Tamandua tetradactyla,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Myrmecophaga tridactyla,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Cyclopes didactylus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Bradypus variegatus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Choloepus hoffmanni,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.014166643980257283,49.18974163448742,7.569602329423299e-05
Tachyglossus aculeatus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.01416664398026055,49.18974163449009,7.569602274535898e-05
Zaglossus bruijni,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.01416664398026055,49.18974163449009,7.569602274535898e-05
Ornithorhynchus anatinus,-7460.921196316763,22463.436997064746,3446.140322292238,-7.056858597164031,-7.938394775238657,3420.7212115594766,0.006235082429460267,-0.01416664398026055,49.18974163449009,7.569602274535898e-05
Bunopus tuberculatus,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Hemidactylus frenatus,-7428.11987388882,22009.543332402714,2958.139171092201,-4.280710985924554,-4.119036982072823,809.234255522868,-0.12880401216630397,0.08116555675126243,-279.16498487903095,-0.00041818032589216935
Gekko gecko,-7428.11987388882,22009.543332402714,2958.139171092201,-4.280710985924554,-4.119036982072823,809.234255522868,-0.12880401216630397,0.08116555675126243,-279.16498487903095,-0.00041818032589216935
Rhoptropus bradfieldi,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Tarentola mauritanica,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Ptyodactylus hasselquistii,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Sphaerodactylus macrolepis,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Sphaerodactylus cinereus,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Sphaerodactylus notatus,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Coleonyx variegatus,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Coleonyx switaki,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Diplodactylus galeatus,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Naultinus manukanus,-7428.11987388882,22009.543332402714,2958.139171092201,-4.280710985924554,-4.119036982072823,809.234255522868,-0.12880401216630397,0.08116555675126243,-279.16498487903095,-0.00041818032589216935
Nephrurus levis,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Nephrurus asper,-7428.11987388882,22009.543332402714,2958.1391710922003,-4.280710985925195,-4.119036982073782,809.2342555228678,-0.12880401216645754,0.0811655567512799,-279.16498487902874,-0.000418180326348344
Scincella lateralis,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Ctenotus labillardieri,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Oligosoma polychroma,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Egernia cunninghami,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Tiliqua scincoides,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Tiliqua rugosa,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Scelotes gronovii,-7425.879765362692,21978.109413936625,2920.0433511846477,-3.9783314313373586,-3.6545535579970463,490.140603107323,-0.11660998610127687,0.07361925792852428,-253.3417404941783,-0.00038091190515215733
Chalcides ocellatus,-7425.879765362692,21978.109413936625,2920.0433511846477,-3.9783314313373586,-3.6545535579970463,490.140603107323,-0.11660998610127687,0.07361925792852428,-253.3417404941783,-0.00038091190515215733
Scincus mitranus,-7425.879765362692,21978.109413936625,2920.0433511846477,-3.9783314313373586,-3.6545535579970463,490.140603107323,-0.11660998610127687,0.07361925792852428,-253.3417404941783,-0.00038091190515215733
Acontias meleagris,-7425.879765362692,21978.109413936625,2920.043351184647,-3.978331431337988,-3.6545535579979602,490.1406031073229,-0.11660998610140862,0.0736192579285263,-253.3417404941761,-0.00038091190561673086
Lepidophyma gaigeae,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Xantusia henshawi,-7402.070706844916,21644.01414654241,2515.1521737121716,-0.7647570371069292,1.2816882581189881,-2900.7398069239403,0.013191400150802966,-0.008551542367381383,29.245617769431103,4.314798436069575e-05
Xantusia vigilis,-7402.070706844916,21644.01414654241,2515.1521737121716,-0.7647570371069292,1.2816882581189881,-2900.7398069239403,0.013191400150802966,-0.008551542367381383,29.245617769431103,4.314798436069575e-05
Python sebae,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Python molurus,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Python regius,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Antaresia stimsoni,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Antaresia childreni,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Morelia spilota,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Liasis olivaceus,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Liasis fuscus,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Aspidites melanocephalus,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Epicrates cenchria,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Eunectes murinus,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
Eunectes notaeus,-7402.070706844916,21644.01414654241,2515.1521737121725,-0.7647570371062868,1.2816882581199445,-2900.7398069239403,0.013191400150950246,-0.008551542367358675,29.245617769429323,4.314798472512668e-05
