class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name
Maxillopoda,Calanoida,Calanidae,Neocalanus,cristatus,0.0236,2.36e-05,1.7433320000000003e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus cristatus
Maxillopoda,Calanoida,Calanidae,Neocalanus,cristatus,0.0242,2.42e-05,1.5851e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus cristatus
Maxillopoda,Calanoida,Calanidae,Neocalanus,cristatus,0.026,2.6e-05,2.06154e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus cristatus
Maxillopoda,Calanoida,Calanidae,Neocalanus,cristatus,0.0264,2.64e-05,1.586112e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus cristatus
Maxillopoda,Calanoida,Calanidae,Neocalanus,cristatus,0.0269,2.69e-05,1.76195e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus cristatus
Maxillopoda,Calanoida,Calanidae,Neocalanus,cristatus,0.0299,2.99e-05,2.856646e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus cristatus
Maxillopoda,Calanoida,Calanidae,Neocalanus,gracilis,0.00212,2.12e-06,1.32023e-05,W,28.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus gracilis
Maxillopoda,Calanoida,Calanidae,Neocalanus,gracilis,0.0025,2.5e-06,1.313975e-05,W,19.7,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus gracilis
Maxillopoda,Calanoida,Calanidae,Neocalanus,plumchrus,0.0013,1.2999999999999998e-06,5.88601e-06,W,5.6,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus plumchrus
Maxillopoda,Calanoida,Calanidae,Neocalanus,plumchrus,0.0015,1.5e-06,6.2565e-06,W,15.1,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus plumchrus
Maxillopoda,Calanoida,Calanidae,Neocalanus,plumchrus,0.004,4e-06,1.30964e-05,W,7.3,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Neocalanus plumchrus
Maxillopoda,Cyclopoida,Oithonidae,Oithona,davisae,3e-06,3e-09,2.955e-08,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona davisae
Maxillopoda,Cyclopoida,Oithonidae,Oithona,minuta,3.9e-06,3.9e-09,1.1661e-07,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona minuta
Maxillopoda,Cyclopoida,Oithonidae,Oithona,nana,2.6e-06,2.6e-09,4.481360000000001e-08,W,12.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona nana
Maxillopoda,Cyclopoida,Oithonidae,Oithona,plumifera,8.9e-06,8.9e-09,1.7169880000000002e-08,W,24.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona plumifera
Maxillopoda,Cyclopoida,Oithonidae,Oithona,setigera,8.6e-06,8.600000000000001e-09,5.5303160000000014e-08,W,24.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona setigera
Maxillopoda,Cyclopoida,Oithonidae,Oithona,similis,7e-06,7e-09,3.36e-09,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona similis
Maxillopoda,Cyclopoida,Oithonidae,Oithona,similis,7e-06,7e-09,5.46e-08,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona similis
Maxillopoda,Cyclopoida,Oithonidae,Oithona,tenuis,6.7e-06,6.7e-09,3.949516e-08,W,24.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oithona tenuis
Maxillopoda,Poecilostomatoida,Oncaeidae,Oncaea,conifera,6e-05,6.000000000000002e-08,3.399000000000001e-07,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oncaea conifera
Maxillopoda,Poecilostomatoida,Oncaeidae,Oncaea,mediterranea,6.2e-05,6.2e-08,4.1261e-07,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oncaea mediterranea
Maxillopoda,Calanoida,Phaennidae,Onchocalanus,magnus,0.0124,1.24e-05,2.0832e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Onchocalanus magnus
Maxillopoda,Calanoida,Paracalanidae,Paracalanus,parvus,1.9e-05,1.9e-08,3.715564e-07,W,13.9,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paracalanus parvus
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,antarctica,0.019551,1.9551e-05,1.41568791e-05,W,0.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta antarctica
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,birostrata,0.0126,1.26e-05,1.4565599999999998e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta birostrata
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,birostrata,0.0129,1.29e-05,1.31709e-05,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta birostrata
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,brevicauda,0.0264,2.64e-05,2.4076800000000003e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta brevicauda
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,californica,0.0137,1.37e-05,1.64948e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta californica
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,japonica,0.0093,9.3e-06,2.221956e-05,W,6.7,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta japonica
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,norvegica,0.019,1.9e-05,3.439e-05,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta norvegica
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,norvegica,0.0194,1.94e-05,3.0652000000000004e-05,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta norvegica
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,norvegica,0.0223,2.23e-05,3.0996999999999995e-05,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta norvegica
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,rubra,0.0127,1.27e-05,1.07696e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta rubra
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,rubra,0.0131,1.31e-05,2.128881e-05,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta rubra
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,sesquipedalis,0.0249,2.49e-05,2.5398e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta sesquipedalis
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,sp.,0.017,1.7e-05,0.0001030897,W,0.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta sp.
Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta,tonsa,0.0066,6.6e-06,1.4282400000000002e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paraeuchaeta tonsa
Maxillopoda,Calanoida,Eucalanidae,Pareucalanus,attenuatus,0.000685,6.85e-07,4.2573435e-06,W,27.4,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pareucalanus attenuatus
Maxillopoda,Calanoida,Eucalanidae,Pareucalanus,attenuatus,0.001389,1.389e-06,3.330822e-06,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pareucalanus attenuatus
Branchiopoda,Diplostraca,Sididae,Penilia,avirostris,4e-05,4e-08,1.24e-07,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Penilia avirostris
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,abdominalis,0.000415,4.15e-07,4.15581e-06,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma abdominalis
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,abdominalis,0.0008,8.000000000000001e-07,8.096e-06,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma abdominalis
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,abdominalis,0.00123,1.23e-06,6.0208499999999984e-06,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma abdominalis
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,gracilis,0.0001875,1.875e-07,2.110875e-06,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma gracilis
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,gracilis,0.00027,2.7e-07,1.485e-06,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma gracilis
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,robusta,0.0014,1.4e-06,9.94e-06,W,8.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma robusta
Maxillopoda,Calanoida,Metridinidae,Pleuromamma,robusta,0.0014,1.4e-06,1.4139999999999998e-05,W,8.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pleuromamma robusta
Branchiopoda,Diplostraca,Podonidae,Podon,polyphemoides,0.00012,1.2000000000000004e-07,5.040000000000001e-07,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Podon polyphemoides
Branchiopoda,Anostraca,Chirocephalidae,Polyartemia,forcipata,0.00769,7.69e-06,2.1750396e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Polyartemia forcipata
Maxillopoda,Calanoida,Pontellidae,Pontella,danae,0.0035,3.5e-06,1.727915e-05,W,26.4,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pontella danae
Maxillopoda,Calanoida,Pontellidae,Pontella,sp.,0.000345,3.45e-07,3.997859999999999e-06,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pontella sp.
Maxillopoda,Calanoida,Augaptilidae,Pseudhaloptilus,pacificus,0.0158,1.58e-05,1.2561000000000002e-05,W,1.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudhaloptilus pacificus
Maxillopoda,Calanoida,Augaptilidae,Pseudhaloptilus,pacificus,0.0158,1.58e-05,1.09336e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudhaloptilus pacificus
Maxillopoda,Calanoida,Clausocalanidae,Pseudocalanus,elongatus,4e-05,4e-08,6.88344e-07,W,11.15,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudocalanus elongatus
Maxillopoda,Calanoida,Clausocalanidae,Pseudocalanus,elongatus,5.9e-05,5.9e-08,5.074e-07,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudocalanus elongatus
Maxillopoda,Calanoida,Clausocalanidae,Pseudocalanus,elongatus,6e-05,6.000000000000002e-08,6.91896e-07,W,8.6,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudocalanus elongatus
Maxillopoda,Calanoida,Aetideidae,Pseudochirella,polyspina,0.0117,1.17e-05,1.00152e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudochirella polyspina
Maxillopoda,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,marinus,7e-05,6.999999999999999e-08,6.466249999999999e-07,W,14.3,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pseudodiaptomus marinus
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,gigas,0.009,8.999999999999999e-06,2.57751e-05,W,-1.7,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus gigas
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,gigas,0.011692,1.1692e-05,6.614164399999999e-06,W,0.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus gigas
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,nasutus,0.00413,4.13e-06,1.08619e-05,W,6.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus nasutus
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,nasutus,0.0051,5.1e-06,1.2546e-05,W,6.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus nasutus
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,nasutus,0.0054,5.4e-06,1.2852e-05,W,6.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus nasutus
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,nasutus,0.009,8.999999999999999e-06,1.2852899999999997e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus nasutus
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,nasutus,0.015,1.5e-05,2.19765e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus nasutus
Maxillopoda,Calanoida,Rhincalanidae,Rhincalanus,nasutus,0.024,2.4e-05,1.22184e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Rhincalanus nasutus
Maxillopoda,Poecilostomatoida,Sapphirinidae,Sapphirina,gemma,0.00071,7.1e-07,5.380806e-06,W,29.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Sapphirina gemma
Maxillopoda,Poecilostomatoida,Sapphirinidae,Sapphirina,gemma,0.001,1e-06,2.99735e-05,W,30.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Sapphirina gemma
Maxillopoda,Calanoida,Scolecitrichidae,Scolecithrix,danae,0.003,3e-06,9.24e-06,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Scolecithrix danae
Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,0.0046,4.6e-06,1.08008e-05,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Semibalanus balanoides
Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,0.005,5e-06,1.5556500000000003e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Semibalanus balanoides
Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,0.0063,6.3e-06,2.262645e-05,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Semibalanus balanoides
Maxillopoda,Sessilia,Archaeobalanidae,Semibalanus,balanoides,0.0076,7.6e-06,2.72004e-05,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Semibalanus balanoides
Maxillopoda,Calanoida,Temoridae,Temora,longicornis,6.1e-05,6.1e-08,2.2356866e-06,W,29.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Temora longicornis
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inermis,0.00801,8.01e-06,4.7248587e-05,W,11.45,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa inermis
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inermis,0.017,1.7e-05,2.04e-05,W,0.1,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa inermis
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,inermis,0.108,0.000108,0.0003779999999999,W,1.9,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa inermis
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,0.006,6e-06,1.21134e-05,W,-1.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa macrura
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,0.009,8.999999999999999e-06,1.87704e-05,W,-1.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa macrura
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,0.034,3.4e-05,9.63696e-05,W,2.6,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa macrura
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,0.05,5e-05,4.89e-05,W,-0.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa macrura
Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,0.05,5e-05,0.00010778,W,0.7,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Thysanoessa macrura
