class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name
Malacostraca,Decapoda,Gecarcinidae,Gecarcinus,lateralis,20.0,0.02,0.00248,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gecarcinus lateralis
Malacostraca,Decapoda,Gecarcinidae,Gecarcinus,lateralis,40.0,0.04,0.002792,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gecarcinus lateralis
Malacostraca,Decapoda,Gecarcinidae,Gecarcinus,lateralis,53.3999999999999,0.0533999999999999,0.02235324,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gecarcinus lateralis
Malacostraca,Decapoda,Gecarcinidae,Gecarcinus,lateralis,140.0,0.14,0.031472,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gecarcinus lateralis
Malacostraca,Decapoda,Aristeidae/Sergestidae,Gecarcoidea,natalis,160.0,0.16,0.1119999999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gecarcoidea natalis
Malacostraca,Decapoda,Benthesicymidae,Gennadas,kempi,0.55,0.00055,0.0001485,W,0.2,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gennadas kempi
Malacostraca,Decapoda,Benthesicymidae,Gennadas,kempi,0.9599999999998999,0.0009599999999999,0.0002496,W,0.2,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gennadas kempi
Malacostraca,Decapoda,Benthesicymidae,Gennadas,kempi,1.64,0.00164,0.0003443999999999,W,0.3,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gennadas kempi
Malacostraca,Decapoda,Benthesicymidae,Gennadas,propinquus,1.6199999999999999,0.00162,0.00017334,W,5.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gennadas propinquus
Malacostraca,Decapoda,Benthesicymidae,Gennadas,propinquus,1.6199999999999999,0.00162,0.0004374,W,5.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Gennadas propinquus
Malacostraca,Decapoda,Glyphocrangonidae,Glyphocrangon,vicaria,9.709999999999999,0.00971,0.0011652,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Glyphocrangon vicaria
Malacostraca,Decapoda,Glyphocrangonidae,Glyphocrangon,vicaria,9.85,0.00985,0.00197,W,11.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Glyphocrangon vicaria
Malacostraca,Decapoda,Varunidae,Hemigrapsus,nudus,20.0,0.02,0.00015,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hemigrapsus nudus
Malacostraca,Decapoda,Varunidae,Hemigrapsus,nudus,20.0,0.02,0.000214,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hemigrapsus nudus
Malacostraca,Decapoda,Varunidae,Hemigrapsus,oregonensis,20.0,0.02,0.000212,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hemigrapsus oregonensis
Malacostraca,Decapoda,Varunidae,Hemigrapsus,oregonensis,20.0,0.02,0.000282,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hemigrapsus oregonensis
Malacostraca,Decapoda,Nephropidae,Homarus,americanus,180.0,0.18,0.0439559999999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Homarus americanus
Malacostraca,Decapoda,Oplophoridae,Hymenodora,frontalis,1.4,0.0014,0.0001274,W,5.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hymenodora frontalis
Malacostraca,Decapoda,Oplophoridae,Hymenodora,frontalis,1.4,0.0014,0.0002534,W,5.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Hymenodora frontalis
Malacostraca,Decapoda,Oplophoridae,Janicella,spinicauda,0.35,0.00035,0.0002205,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Janicella spinicauda
Malacostraca,Decapoda,Oplophoridae,Janicella,spinicauda,0.35,0.00035,0.000672,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Janicella spinicauda
Malacostraca,Decapoda,Luciferidae,Lucifer,typus,0.000466,4.66e-07,2.920422e-06,W,17.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Lucifer typus
Malacostraca,Decapoda,Palaemonidae,Macrobrachium,acanthurus,1.7,0.0017,0.001564,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Macrobrachium acanthurus
Malacostraca,Decapoda,Palaemonidae,Macrobrachium,heterochirus,2.6,0.0026,0.002314,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Macrobrachium heterochirus
Malacostraca,Decapoda,Palaemonidae,Macrobrachium,olfersii,1.2,0.0012,0.0007199999999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Macrobrachium olfersii
Malacostraca,Decapoda,Palaemonidae,Macrobrachium,potiuna,0.68,0.00068,0.0003332,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Macrobrachium potiuna
Malacostraca,Decapoda,Majidae,Maja,squinado,591.0,0.591,0.0130019999999999,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Maja squinado
Malacostraca,Decapoda,Menippidae,Menippe,mercenaria,0.000303,3.03e-07,1.4081016e-06,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Menippe mercenaria
Malacostraca,Decapoda,Menippidae,Menippe,mercenaria,0.0242,2.42e-05,5.514696e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Menippe mercenaria
Malacostraca,Decapoda,Menippidae,Menippe,mercenaria,31.6,0.0316,0.003871,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Menippe mercenaria
Malacostraca,Decapoda,Penaeidae,Metapenaeus,pruinosus,0.184,0.000184,0.000341504,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Metapenaeus pruinosus
Malacostraca,Decapoda,Galatheidae,Munidopsis,verrilli,5.62,0.00562,0.0001686,W,2.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Munidopsis verrilli
Malacostraca,Decapoda,Crangonidae,Notocrangon,antarcticus,1.0,0.001,0.000539,W,2.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Notocrangon antarcticus
Malacostraca,Decapoda,Oplophoridae,Notostomus,elegans,22.5399999999999,0.0225399999999999,0.0037641799999999,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Notostomus elegans
Malacostraca,Decapoda,Oplophoridae,Notostomus,elegans,22.5399999999999,0.0225399999999999,0.00806932,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Notostomus elegans
Malacostraca,Decapoda,Oplophoridae,Notostomus,gibbosus,10.4,0.0104,0.000624,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Notostomus gibbosus
Malacostraca,Decapoda,Oplophoridae,Notostomus,gibbosus,10.4,0.0104,0.001664,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Notostomus gibbosus
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,0.5,0.0005,0.001122,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,1.0,0.001,0.0016045,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,2.0,0.002,0.0023394,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,3.0,0.003,0.0028893,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,3.58,0.00358,0.0072387599999999,W,27.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,5.0,0.005,0.0038765,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,platytarsis,10.0,0.01,0.005548,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode platytarsis
Malacostraca,Decapoda,Ocypodidae,Ocypode,quadrata,2.1,0.0021,0.00219345,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode quadrata
Malacostraca,Decapoda,Ocypodidae,Ocypode,quadrata,26.9,0.0269,0.01347421,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode quadrata
Malacostraca,Decapoda,Ocypodidae,Ocypode,quadrata,33.2999999999999,0.0332999999999999,0.0269996399999999,W,24.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode quadrata
Malacostraca,Decapoda,Ocypodidae,Ocypode,quadrata,70.9,0.0709,0.02070989,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ocypode quadrata
Malacostraca,Decapoda,Oplophoridae,Oplophorus,gracilorostris,2.5799999999999996,0.00258,0.0034056,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oplophorus gracilorostris
Malacostraca,Decapoda,Oplophoridae,Oplophorus,gracilorostris,2.5799999999999996,0.00258,0.0042054,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oplophorus gracilorostris
Malacostraca,Decapoda,Oplophoridae,Oplophorus,gracilorostris,2.5799999999999996,0.00258,0.0074562,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oplophorus gracilorostris
Malacostraca,Decapoda,Oplophoridae,Oplophorus,spinosus,2.92,0.00292,0.0018454399999999,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oplophorus spinosus
Malacostraca,Decapoda,Oplophoridae,Oplophorus,spinosus,2.92,0.00292,0.003066,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oplophorus spinosus
Malacostraca,Decapoda,Oplophoridae,Oplophorus,spinosus,2.92,0.00292,0.0085264,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Oplophorus spinosus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,0.152,0.000152,7.517920000000001e-05,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,3.23,0.00323,0.001958026,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,4.4,0.0044,0.0037136,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,5.09,0.00509,0.00274351,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,5.3,0.0053,0.0025545999999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,7.77,0.00777,0.003797976,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Grapsidae,Pachygrapsus,marmoratus,14.7,0.0147,0.00601965,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pachygrapsus marmoratus
Malacostraca,Decapoda,Palaemonidae,Palaemon,adspersus,0.1,0.0001,0.00025245,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Palaemon adspersus
Malacostraca,Decapoda,Palaemonidae,Palaemon,adspersus,0.132,0.000132,0.000317526,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Palaemon adspersus
Malacostraca,Decapoda,Palaemonidae,Palaemon,adspersus,3.2,0.0032,0.00346688,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Palaemon adspersus
Malacostraca,Decapoda,Palaemonidae,Palaemon,adspersus,3.28,0.00328,0.00389336,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Palaemon adspersus
Malacostraca,Decapoda,Pandalidae,Pandalopsis,ampla,5.96,0.00596,0.0006556,W,3.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalopsis ampla
Malacostraca,Decapoda,Pandalidae,Pandalopsis,ampla,9.549999999999999,0.00955,0.00084995,W,7.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalopsis ampla
Malacostraca,Decapoda,Pandalidae,Pandalus,jordani,12.08,0.01208,0.00302,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalus jordani
Malacostraca,Decapoda,Pandalidae,Pandalus,jordani,12.67,0.01267,0.0043078,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalus jordani
Malacostraca,Decapoda,Pandalidae,Pandalus,jordani,12.8,0.0128,0.004352,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalus jordani
Malacostraca,Decapoda,Pandalidae,Pandalus,platyceros,25.4,0.0254,0.005842,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalus platyceros
Malacostraca,Decapoda,Pandalidae,Pandalus,platyceros,32.26,0.03226,0.0132265999999999,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalus platyceros
Malacostraca,Decapoda,Pandalidae,Pandalus,platyceros,40.89,0.04089,0.0134937,W,10.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pandalus platyceros
Malacostraca,Decapoda,Panopeidae,Panopeus,herbstii,1.0,0.001,0.0003877,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Panopeus herbstii
Malacostraca,Decapoda,Panopeidae,Panopeus,herbstii,10.0,0.01,0.002906,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Panopeus herbstii
Malacostraca,Decapoda,Lithodidae,Paralomis,multispina,7.64,0.00764,0.00051188,W,3.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Paralomis multispina
Malacostraca,Decapoda,Parathelphusidae,Parathelphusa,hydrodromus,10.0,0.01,0.002177,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Parathelphusa hydrodromus
Malacostraca,Decapoda,Parathelphusidae,Parathelphusa,hydrodromus,10.0,0.01,0.002553,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Parathelphusa hydrodromus
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,chacei,1.73,0.00173,0.0007300599999999,W,7.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea chacei
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,chacei,1.73,0.00173,0.00124041,W,7.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea chacei
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,emarginata,11.07,0.01107,0.0007749,W,5.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea emarginata
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,emarginata,11.07,0.01107,0.0079703999999999,W,5.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea emarginata
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,pacifica,1.91,0.00191,0.0007831,W,7.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea pacifica
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,pacifica,1.91,0.00191,0.0010314,W,7.5,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea pacifica
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,scotiae,0.61,0.00061,0.0001463999999999,W,0.3,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea scotiae
Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,scotiae,1.26,0.00126,0.0003024,W,0.2,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Pasiphaea scotiae
