class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,12.099999991183301,0.0120999999911833,0.0156177591166666,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,12.299999987555399,0.0122999999875554,0.0124807557722222,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,12.599999996589201,0.0125999999965892,0.0090132960111111,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,12.8000000103784,0.0128000000103784,0.01388383485,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,13.3000000010079,0.0133000000010079,0.0249743410333333,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,13.7999999872504,0.0137999999872504,0.0060088640055555,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,13.7999999872504,0.0137999999872504,0.0116958245833333,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,14.3999999968417,0.0143999999968417,0.0058222533222222,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,16.3999999981988,0.0163999999981988,0.0172785942,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,17.3999999886776,0.0173999999886776,0.0113645906222222,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,18.7000000199575,0.0187000000199575,0.01170476635,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,21.0000000128661,0.0210000000128661,0.0089806391388888,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,25.8999999951544,0.0258999999951544,0.0074512090833333,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,31.300000032687798,0.0313000000326878,0.0142372288333333,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,34.4999999941791,0.0344999999941791,0.0291054350388888,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,35.099999962351696,0.0350999999623517,0.0154198740388888,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,38.600000029174296,0.0386000000291743,0.0216095171444444,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,42.4999999950765,0.0424999999950765,0.01156597465,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,46.7000000466563,0.0467000000466563,0.0187003343444444,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,49.5000000075717,0.0495000000075717,0.0190517844666666,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,53.3999999964887,0.0533999999964887,0.0263657569388888,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,54.4000000378062,0.0544000000378062,0.0183998133888888,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,56.5000000234903,0.0565000000234903,0.0155955991,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,60.9999999984877,0.0609999999984877,0.0196835393833333,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,68.3000000500843,0.0683000000500843,0.03159824275,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,dumerili,79.6000000480815,0.0796000000480815,0.0247570173388888,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza dumerili
Teleostei,Mugiliformes,Mugilidae,Liza,macrolepis,5.9999999946997,0.0059999999946997,0.0061114998833333,W,29.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza macrolepis
Teleostei,Mugiliformes,Mugilidae,Liza,macrolepis,8.0000000001484,0.0080000000001484,0.0046652670888888,W,29.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza macrolepis
Teleostei,Mugiliformes,Mugilidae,Liza,macrolepis,8.0000000001484,0.0080000000001484,0.0133426638666666,W,29.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza macrolepis
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,2.0300000004056002,0.0020300000004056,0.0041117720222222,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,3.1300000032687,0.0031300000032687,0.0072889744166666,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,5.389999997682399,0.0053899999976824,0.0095554000444444,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,6.7400000072115,0.0067400000072115,0.0136780965722222,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,12.299999987555399,0.0122999999875554,0.0139153254,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,16.0000000126762,0.0160000000126762,0.0250058315833333,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,20.0000000154742,0.0200000000154742,0.0332011507666666,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,26.500000003855902,0.0265000000038559,0.0632571339444444,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,27.5000000107479,0.0275000000107479,0.0163575927222222,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,29.1000000009442,0.0291000000009442,0.0681059015555555,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,29.5999999959829,0.0295999999959829,0.0249716196277777,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,30.2000000029796,0.0302000000029796,0.0390972708166666,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,31.300000032687798,0.0313000000326878,0.0272576005,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,31.8999999957999,0.0318999999957999,0.0357172848166666,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,33.7999999783908,0.0337999999783908,0.0724041676111111,W,33.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,35.099999962351696,0.0350999999623517,0.0421658502444444,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,37.100000032885,0.037100000032885,0.0428376487055555,W,28.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,39.199999998153494,0.0391999999981535,0.0196594355,W,13.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,43.8999999755255,0.0438999999755255,0.0390836637888888,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,50.9999999884991,0.0509999999884991,0.0519477490111111,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,53.8999999768239,0.0538999999768239,0.0542729958777777,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Mugiliformes,Mugilidae,Liza,richardsonii,54.899999943103005,0.054899999943103,0.0584814555555555,W,23.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Liza richardsonii
Teleostei,Gadiformes,Gadidae,Lota,lota,212.999999784821,0.212999999784821,0.0612782831666666,W,11.3,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lota lota
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,283.9999999692406,0.2839999999692406,0.1402223777222222,W,12.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,283.9999999692406,0.2839999999692406,0.2837570951111111,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,283.9999999692406,0.2839999999692406,0.3654614726666667,W,27.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,289.0000001620049,0.2890000001620049,0.1831389472222222,W,12.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,289.0000001620049,0.2890000001620049,0.3269535806111111,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,289.0000001620049,0.2890000001620049,0.4471736256666667,W,27.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,308.000000354283,0.308000000354283,0.0981883212777777,W,12.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,323.9999998458597,0.3239999998458597,0.1133659902222222,W,12.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,323.9999998458597,0.3239999998458597,0.2216934919444444,W,27.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,323.9999998458597,0.3239999998458597,0.3539538138333333,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,365.49999975267286,0.3654999997526729,0.1037302698333333,W,15.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,365.49999975267286,0.3654999997526729,0.127886634,W,20.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,378.0000001416757,0.3780000001416757,0.0867039887777777,W,12.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,378.0000001416757,0.3780000001416757,0.2909727081666666,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,378.0000001416757,0.3780000001416757,0.3894331700555555,W,27.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,450.00000023278056,0.4500000002327806,0.1487053883888889,W,12.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,450.00000023278056,0.4500000002327806,0.3533939817777777,W,18.0,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
Teleostei,Perciformes,Lutjanidae,Lutjanus,campechanus,450.00000023278056,0.4500000002327806,0.4478656403333333,W,27.5,C,"J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",Lutjanus campechanus
