taxon_name,wet_Mass_kg,temperature,pc1,pc2,pc3,pc4,pc5,BMR
Lepomis macrochirus,0.0469799999522311,12.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.053583223517692
Lepomis macrochirus,0.0499999999613144,13.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0433792878657232
Lepomis macrochirus,0.0499999999613144,8.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0772792727960444
Lepomis macrochirus,0.0510400000337169,23.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0375058343385655
Lepomis macrochirus,0.0559600000232205,16.4,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0425023442801425
Lepomis macrochirus,0.0559700000120202,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0382501688769641
Lepomis macrochirus,0.0559700000120202,11.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0591253401906533
Lepomis macrochirus,0.0570099999994576,12.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0658729530019983
Lepomis macrochirus,0.0590100000490511,17.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0595877908000223
Lepomis macrochirus,0.0599700000224004,22.4,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0812636952456505
Lepomis macrochirus,0.061939999997038,9.4,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0541724708853789
Lepomis macrochirus,0.061939999997038,22.2,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0950289852061571
Lepomis macrochirus,0.06251000001399,12.1,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0486842352262872
Lepomis macrochirus,0.0629499999356604,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0947362688610278
Lepomis macrochirus,0.0650099999940901,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0717804450687935
Lepomis macrochirus,0.0650099999940901,21.3,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0599253690992911
Lepomis macrochirus,0.0660599999459412,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0619553016755382
Lepomis macrochirus,0.0660599999459412,13.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1486548548848129
Lepomis macrochirus,0.0669799999685611,11.4,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0205815730499458
Lepomis macrochirus,0.0669799999685611,8.4,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1118163633026009
Lepomis macrochirus,0.068070000061974,21.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0397320471616493
Lepomis macrochirus,0.068070000061974,22.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0557872491428493
Lepomis macrochirus,0.068070000061974,19.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0829142865185379
Lepomis macrochirus,0.068070000061974,13.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1347227832118286
Lepomis macrochirus,0.068539999985189,17.6,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0551967519413888
Lepomis macrochirus,0.0690200000070772,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0717564903207175
Lepomis macrochirus,0.0690200000070772,13.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0771900537491535
Lepomis macrochirus,0.0699799999763313,11.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0272631802483007
Lepomis macrochirus,0.0699799999763313,9.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0545614652083989
Lepomis macrochirus,0.0699799999763313,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0936142489835254
Lepomis macrochirus,0.0727500000572987,17.8,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.063681950378945
Lepomis macrochirus,0.0729400000037348,11.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.100003703019624
Lepomis macrochirus,0.0729400000037348,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1141654770666666
Lepomis macrochirus,0.0739599999170412,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0755683204822612
Lepomis macrochirus,0.0739599999170412,12.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0948308717653993
Lepomis macrochirus,0.0749799999852331,11.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1078563943487412
Lepomis macrochirus,0.0760299999147862,8.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0796912743785429
Lepomis macrochirus,0.0760299999147862,8.2,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0891244032873396
Lepomis macrochirus,0.0760299999147862,18.8,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0556415716271174
Lepomis macrochirus,0.0760299999147862,25.2,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1030085422598577
Lepomis macrochirus,0.0790599999987344,12.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.083099864611276
Lepomis macrochirus,0.079980000037292,11.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0725046738287677
Lepomis macrochirus,0.0810799999960848,14.8,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.050432890766649
Lepomis macrochirus,0.08108999992188,17.8,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0949446069533879
Lepomis macrochirus,0.0820300000848131,24.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0987527316901461
Lepomis macrochirus,0.082979999905812,22.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0899756766733639
Lepomis macrochirus,0.0839400000240687,22.8,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0364343225459827
Lepomis macrochirus,0.0839400000240687,11.7,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1219604744891629
Lepomis macrochirus,0.0839400000240687,22.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0822941849029946
Lepomis macrochirus,0.0839400000240687,18.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.2263948381219924
Lepomis macrochirus,0.0849100000232992,11.1,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0814445261437966
Lepomis macrochirus,0.0878999999850688,19.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0461502977932644
Lepomis macrochirus,0.08993999995197,14.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0904547820078315
Lepomis macrochirus,0.08993999995197,21.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0764706458310301
Lepomis macrochirus,0.0939700000312987,11.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0869048515764
Lepomis macrochirus,0.0939700000312987,24.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0839086451275553
Lepomis macrochirus,0.0959399999713086,17.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0985497216524028
Lepomis macrochirus,0.0959399999713086,23.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1393504801066678
Lepomis macrochirus,0.0979400000716689,23.2,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1133369130624536
Lepomis macrochirus,0.0979400000716689,23.1,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.125631507161325
Lepomis macrochirus,0.1,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1038225586360764
Lepomis macrochirus,0.1,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0824197185555555
Lepomis macrochirus,0.1,26.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1276662013995539
Lepomis macrochirus,0.1009200000358936,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1204511313333333
Lepomis macrochirus,0.103989999950625,12.3,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0794190692016531
Lepomis macrochirus,0.103989999950625,26.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1142075721308116
Lepomis macrochirus,0.1049500000197145,14.9,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0872823042258132
Lepomis macrochirus,0.1059299999310312,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0659128236525
Lepomis macrochirus,0.1179999999168242,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0463477777777777
Lepomis macrochirus,0.1179999999168242,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0486422222222222
Lepomis macrochirus,0.1179999999168242,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0491011111111111
Lepomis macrochirus,0.1179999999168242,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0688126895
Lepomis macrochirus,0.119140000065064,9.1,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1170731178575651
Lepomis macrochirus,0.1258900001319835,23.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1187111765635095
Lepomis macrochirus,0.1330000000100798,30.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0201268096527079
Lepomis macrochirus,0.1330000000100798,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0548091128222222
Lepomis macrochirus,0.1330000000100798,13.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.132024847865999
Lepomis macrochirus,0.133500000092036,13.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0482755734113275
Lepomis macrochirus,0.133500000092036,13.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0501687331547363
Lepomis macrochirus,0.133500000092036,13.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.054901632508192
Lepomis macrochirus,0.133500000092036,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0519010963388888
Lepomis macrochirus,0.133500000092036,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0539771401888888
Lepomis macrochirus,0.133500000092036,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0544961511555555
Lepomis macrochirus,0.133500000092036,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0550151621166666
Lepomis macrochirus,0.133500000092036,30.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0525264332965731
Leuciscus idus,0.0149999999980768,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0264425419855105
Leuciscus idus,0.0200000000154742,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0256589689766666
Leuciscus idus,0.599999999469977,5.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.12705
Leuciscus idus,0.599999999469977,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1879257526258708
Leuciscus idus,0.6500000005345311,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2142370257756733
Leuciscus idus,0.8150000004879621,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3659610449916667
Limanda limanda,0.0069999999997702,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0056525615230468
Limanda limanda,0.39600000006792,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.106722
Limanda limanda,0.39600000006792,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.4369209237249999
Limanda limanda,0.3999999996979357,5.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.063525
Limanda limanda,0.3999999996979357,5.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.4530090973374999
Lipophrys pholis,3.000000001936501e-05,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.000132745664547
Lipophrys pholis,5.999999994699768e-05,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0002233789113756
Lipophrys pholis,0.0001799999999571,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0008261357771532
Lipophrys pholis,0.0002000000001547,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0005273207088212
Lipophrys pholis,0.0002000000001547,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.000530982658188
Lipophrys pholis,0.0002000000001547,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0005944564472128
Lipophrys pholis,0.0002000000001547,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.000787319113865
Lipophrys pholis,0.0002299999999906,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.000640108749319
Lipophrys pholis,0.0002299999999906,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007552160244159
Lipophrys pholis,0.0002299999999906,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0010542141902162
Lipophrys pholis,0.0002400000001593,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0006313200708387
Lipophrys pholis,0.0002500000001887,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007766384282117
Lipophrys pholis,0.0002699999999011,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007085872024785
Lipophrys pholis,0.0002799999997793,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007348311729406
Lipophrys pholis,0.0003499999997177,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0008245489324276
Lipophrys pholis,0.0003800000003352,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0006377895147201
Lipophrys pholis,0.0004100000002645,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0008132579218799
Lipophrys pholis,0.000629999999342,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0018340873403687
Lipophrys pholis,0.0006600000006962,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.001301090610029
Lipophrys pholis,0.0006600000006962,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0015387511239352
Lipophrys pholis,0.0006600000006962,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0020301847289616
Lipophrys pholis,0.000699999999977,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0018199888353065
Lipophrys pholis,0.0007800000005559,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0014519629239417
Lipophrys pholis,0.0008199999992754,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0012161333847189
Lipophrys pholis,0.0009300000009552,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0017311865631613
Lipophrys pholis,0.0009800000006938,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0013696911281673
Lipophrys pholis,0.0014299999984686,17.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0025643478614363
Lipophrys pholis,0.0015400000005798,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.001532037550096
Lipophrys pholis,0.0015499999993922,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0030272114765662
Lipophrys pholis,0.0015599999987267,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.003589442769351
Lipophrys pholis,0.0016299999984838,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0020394006348681
Lipophrys pholis,0.0016299999984838,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0023975392829425
Lipophrys pholis,0.0016299999984838,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0025368154238603
Lipophrys pholis,0.0017299999994869,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0021433999968856
Lipophrys pholis,0.0017299999994869,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.003199262064317
Lipophrys pholis,0.002420000000109,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0042241806595988
Lipophrys pholis,0.0027100000007837,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0039860929182664
Lipophrys pholis,0.0028399999996924,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0037266438056276
Lipophrys pholis,0.0028399999996924,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0040386418916802
Lipophrys pholis,0.0030300000034723,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0039944543693206
Lipophrys pholis,0.0030300000034723,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0042163685009496
Lipophrys pholis,0.0030599999966068,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0033616695187352
Lipophrys pholis,0.0033400000014491,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.006788155541263
Lipophrys pholis,0.0039199999998153,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.004928495587816
Lipophrys pholis,0.0042499999995076,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0073666214762407
Lipophrys pholis,0.0044899999999656,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0065768610627979
Lipophrys pholis,0.0045699999992649,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0039885342178443
Lipophrys pholis,0.0047500000041029,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0073635698517684
Lipophrys pholis,0.0051200000002849,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.00499978153549
Lipophrys pholis,0.0053099999990039,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0096900673169948
Lipophrys pholis,0.00573999999474,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0044491464157
Lipophrys pholis,0.005849999998893,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0086046655246711
Lipophrys pholis,0.0059500000037189,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0050113777084849
Lipophrys pholis,0.0059500000037189,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0087154394930172
Lipophrys pholis,0.0060799999961817,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0042302839085435
Lipophrys pholis,0.006289999993551,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0062190886096601
Lipophrys pholis,0.006289999993551,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0073707716855231
Lipophrys pholis,0.006289999993551,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0082153392744893
Lipophrys pholis,0.006289999993551,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0091750751710418
Lipophrys pholis,0.0066499999953588,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0128253673323714
Lipophrys pholis,0.006860000004632,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0109276231055095
Lipophrys pholis,0.0072200000071546,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.005596313087344
Lipophrys pholis,0.0072200000071546,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0066098186070992
Lipophrys pholis,0.0074400000077796,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0067658176501255
Lipophrys pholis,0.0076400000074643,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0059218603860537
Lipophrys pholis,0.0080000000001484,29.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0038195588275627
Lipophrys pholis,0.0083199999944304,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0086832143385893
Lipophrys pholis,0.0085000000055918,18.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0160157322553169
Lipophrys pholis,0.0093100000003999,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0097164333524358
Lipophrys pholis,0.0095999999991253,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0078512194424491
Lipophrys pholis,0.0121200000047367,17.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0139971016865903
Lipophrys pholis,0.0129999999908152,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0114252820244596
Lipophrys pholis,0.0129999999908152,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.012774100041236
Lipophrys pholis,0.0134999999846127,18.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0244192811866413
Lipophrys pholis,0.0142999999846869,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0082912636913613
Lipophrys pholis,0.0164999999918731,18.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0260262378457179
Lipophrys pholis,0.0187000000199575,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0156359134714012
Lipophrys pholis,0.0187000000199575,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0175761363109181
Lipophrys pholis,0.0201999999792265,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0110957065814463
Lipophrys pholis,0.0220500000099585,17.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0209862510270361
Lipophrys pholis,0.0225999999923294,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0137933426149993
Lipophrys pholis,0.0227999999999761,16.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0168376431886106
Lipophrys pholis,0.0354500000392554,17.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0218074319690966
Lipophrys pholis,0.0380000000335284,18.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0591209316527271
Lutjanus campechanus,0.2839999999692406,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.2622238909902294
Lutjanus campechanus,0.2839999999692406,18.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.4028890745562594
Lutjanus campechanus,0.2839999999692406,27.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.3224561125035159
Lutjanus campechanus,0.2890000001620049,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.3424803381069376
Lutjanus campechanus,0.2890000001620049,27.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.3945528591411697
Lutjanus campechanus,0.308000000354283,12.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.1836177939177623
