model,rmse,mae,r2
M3-L,0.8996652730006636,0.6935788390927499,0.9138307624026447
M2-L,1.0481149283748812,0.8215639202676253,0.8830478662620784
M1-L,1.2883192425424546,1.0209735672871376,0.8232996851462439
M0-L,1.3169274028834288,1.0187597812377487,0.8153650106963596
M4-PGLS,1.7888989462172376,1.545394020834895,0.6593079866527263
