class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name,pc1,pc2,pc3,pc4,pc5,log_mass,log_BMR,inv_kT
Amphibia,Caudata,Plethodontidae,Aneides,hardii,0.9699999999999,0.0009699999999999,0.0002851799999999,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Aneides hardii,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-6.938214486466949,-8.162389998110651,39.5871292029482
Amphibia,Caudata,Plethodontidae,Batrachoseps,attenuatus,0.93,0.00093,0.00044547,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Batrachoseps attenuatus,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-6.980325971816972,-7.716380653388194,38.92324979320565
Amphibia,Caudata,Plethodontidae,Bolitoglossa,franklini,3.18,0.00318,0.00030528,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Bolitoglossa franklini,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-5.750874082190052,-8.094281169704352,40.274047981413375
Amphibia,Caudata,Plethodontidae,Bolitoglossa,morio,2.09,0.00209,0.0002466199999999,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Bolitoglossa morio,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-6.170591213005418,-8.307661867522295,40.274047981413375
Amphibia,Caudata,Plethodontidae,Bolitoglossa,occidentalis,0.9699999999999,0.0009699999999999,0.00011252,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Bolitoglossa occidentalis,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-6.938214486466949,-9.092379574342617,40.274047981413375
Amphibia,Gymnophiona,Herpelidae,Boulengerula,taitana,5.0,0.005,0.0047799999999999,W,35.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Boulengerula taitana,-5302.123867942628,4744.476133978812,0.9237652396662708,-0.3705164318996392,-0.0006755651816283,-5.298317366548036,-5.3433147324787935,37.66012307591843
Amphibia,Anura,Bufonidae,Bufo,bufo,76.12999999999991,0.0761299999999999,0.0158350399999999,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Bufo bufo,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-2.575312873664017,-4.145530072944841,40.274047981413375
Amphibia,Anura,Bufonidae,Bufotes,viridis,35.0,0.035,0.004865,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Bufotes viridis,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-3.3524072174927233,-5.325688563344168,39.5871292029482
Amphibia,Anura,Ceratophryidae,Ceratophrys,calcarata,55.5,0.0555,0.0164834999999999,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Ceratophrys calcarata,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-2.8913722582297483,-4.1053953984091915,38.92324979320565
Amphibia,Anura,Myobatrachidae,Crinia,signifera,0.4519999999999999,0.000452,0.000949652,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Crinia signifera,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-7.701828378132043,-6.959414956269179,38.92324979320565
Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,alleganiensis,0.621,0.000621,0.000827793,W,25.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Cryptobranchus alleganiensis,-5191.7835650335655,3374.9605955083803,7.756793791500136,-0.7099694127754845,-0.0016908099418375,-7.384179476030796,-7.096747434834223,38.92324979320565
Amphibia,Caudata,Plethodontidae,Dendrotriton,bromeliacius,0.5899999999998999,0.0005899999999999,8.023999999999999e-05,W,15.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Dendrotriton bromeliacius,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-7.4353880210646786,-9.430488414310593,40.274047981413375
Amphibia,Caudata,Plethodontidae,Desmognathus,fuscus,1.77,0.00177,0.000885,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Desmognathus fuscus,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-6.336775732396399,-7.029922912956344,39.5871292029482
Amphibia,Caudata,Plethodontidae,Desmognathus,quadramaculatus,1.6,0.0016,0.0002368,W,5.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Desmognathus quadramaculatus,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-6.437751649736401,-8.348294654954424,41.72197348856467
Amphibia,Anura,Alytidae,Discoglossus,pictus,101.25,0.10125,0.00729,W,20.0,C,"A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",Discoglossus pictus,-4787.355476805344,-1628.0238829484106,32.47011504609951,-1.8874344255119289,-0.0029329313331031,-2.2901625729954884,-4.92125173296157,39.5871292029482
