"","term","Value","Std.Error","Zscore","Pvalue"
"1","(Intercept)",15.0023269355151,2.07184753185336,7.24103810964064,4.45263253973148e-13
"2","log_mass",0.782619434892323,0.0174667047596005,44.8063584782447,0
"3","inv_kT",-0.415669198351934,0.0500661853679163,-8.30239402697345,1.02034150502618e-16
