"class","order","family","Genus","species","wet_Mass_g","wet_Mass_kg","temperature","temperature_unit","Reference","taxon_name","pc1","pc2","pc3","pc4","pc5","log_mass","log_BMR","inv_kT","row_id","Species","temp_K","in_phylogeny","y_fitted_log_BMR","residual_log_BMR"
"Amphibia","Anura","Dendrobatidae","Dendrobates","auratus",2,0.002,25,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Dendrobates auratus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.21460809842219,-4.48000704303409,38.9232497932056,10,"Dendrobates auratus",298.15,TRUE,-4.09102143989198,-0.388985603142106
"Amphibia","Caudata","Plethodontidae","Desmognathus","ochrophaeus",2,0.002,21,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Desmognathus ochrophaeus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.21460809842219,-5.94797943516825,39.4525477676161,11,"Desmognathus ochrophaeus",294.15,TRUE,-4.38387428120708,-1.56410515396116
"Amphibia","Anura","Hylidae","Dryophytes","arenicolor",3,0.003,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Dryophytes arenicolor",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.80914299031403,-4.1491527987171,39.5871292029482,12,"Dryophytes arenicolor",293.15,TRUE,-4.12369574152604,-0.0254570571910619
"Amphibia","Anura","Hylidae","Dryophytes","chrysoscelis",5,0.005,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Dryophytes chrysoscelis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.29831736654804,-3.51026847671652,39.5871292029482,13,"Dryophytes chrysoscelis",293.15,TRUE,-3.70209859295547,0.191830116238945
"Amphibia","Anura","Hylidae","Dryophytes","gratiosus",14,0.014,29,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Dryophytes gratiosus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-4.26869794936688,-2.34514470741284,38.4079659965059,14,"Dryophytes gratiosus",302.15,TRUE,-2.19991418039453,-0.145230527018316
"Amphibia","Anura","Hylidae","Dryophytes","versicolor",9,0.009,19.3,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Dryophytes versicolor",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-4.71053070164592,-2.95972183603096,39.6818838291819,15,"Dryophytes versicolor",292.45,TRUE,-3.26940992576615,0.309688089735189
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","coqui",5,0.005,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Eleutherodactylus coqui",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.29831736654804,-4.87087335172111,39.5871292029482,16,"Eleutherodactylus coqui",293.15,TRUE,-3.70209859295547,-1.16877475876564
"Amphibia","Anura","Leptodactylidae","Engystomops","pustulosus",2,0.002,25,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Engystomops pustulosus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.21460809842219,-3.98399650505324,38.9232497932056,17,"Engystomops pustulosus",298.15,TRUE,-4.09102143989198,0.107024934838746
"Amphibia","Anura","Bufonidae","Epidalea","calamita",9,0.009,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Epidalea calamita",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-4.71053070164592,-3.27897974893791,39.5871292029482,18,"Epidalea calamita",293.15,TRUE,-3.21698357452002,-0.0619961744178896
"Amphibia","Caudata","Plethodontidae","Eurycea","longicauda",1,0.001,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Eurycea longicauda",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.90775527898214,-6.46592252670313,40.2740479814134,19,"Eurycea longicauda",288.15,TRUE,-5.41047003941459,-1.05545248728854
"Amphibia","Anura","Microhylidae","Gastrophryne","carolinensis",2,0.002,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Gastrophryne carolinensis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.21460809842219,-4.75470191995906,39.5871292029482,20,"Gastrophryne carolinensis",293.15,TRUE,-4.45833622444271,-0.296365695516346
"Amphibia","Anura","Hyperoliidae","Hyperolius","viridiflavus",1,0.001,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Hyperolius viridiflavus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.90775527898214,-5.60847229485189,39.5871292029482,21,"Hyperolius viridiflavus",293.15,TRUE,-5.03040790853206,-0.578064386319832
"Amphibia","Anura","Microhylidae","Kaloula","pulchra",31,0.031,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Kaloula pulchra",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-3.47376807449699,-2.13096878155915,39.5871292029482,22,"Kaloula pulchra",293.15,TRUE,-2.19625248193979,0.0652837003806326
"Amphibia","Anura","Hylidae","Osteopilus","septentrionalis",16,0.016,21,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Osteopilus septentrionalis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-4.13516655674236,-2.47429647067599,39.4525477676161,24,"Osteopilus septentrionalis",294.15,TRUE,-2.66765922893903,0.193362758263045
"Amphibia","Caudata","Plethodontidae","Plethodon","yonahlossee",5,0.005,22,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Plethodon yonahlossee",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.29831736654804,-5.46739369659198,39.3188782850898,25,"Plethodon yonahlossee",295.15,TRUE,-3.5536792766569,-1.91371441993507
"Amphibia","Anura","Hylidae","Pseudacris","crucifer",1,0.001,21,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Pseudacris crucifer",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.90775527898214,-5.18300652003704,39.4525477676161,26,"Pseudacris crucifer",294.15,TRUE,-4.95594596529644,-0.227060554740608
"Amphibia","Anura","Hylidae","Pseudacris","crucifer",1,0.001,20,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Pseudacris crucifer",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.90775527898214,-4.88547215114226,39.5871292029482,27,"Pseudacris crucifer",293.15,TRUE,-5.03040790853206,0.144935757389805
"Amphibia","Caudata","Plethodontidae","Pseudoeurycea","gadovii",2,0.002,15,"C","J. F. Gillooly, J. P. Gomez, E. V. Mavrodiev,  A broad-scale comparison of aerobic activity levels in vertebrates: endotherms versus ectotherms. Proc. Biol. Sci. 284, 20162328 (2017).","Pseudoeurycea gadovii",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.21460809842219,-6.57925121201017,40.2740479814134,28,"Pseudoeurycea gadovii",288.15,TRUE,-4.83839835532524,-1.74085285668493
"Amphibia","Anura","Hylidae","Acris","crepitans",1.59,0.00159,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Acris crepitans",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.44402126275,-8.23378272931538,40.2740479814134,29,"Acris crepitans",288.15,TRUE,-5.02773877096864,-3.20604395834674
"Amphibia","Anura","Phyllomedusidae","Agalychnis","callidryas",5.65,0.00565,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Agalychnis callidryas",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.17609973382379,-6.28173663742886,39.5871292029482,30,"Agalychnis callidryas",293.15,TRUE,-3.60122932746773,-2.68050730996113
"Amphibia","Caudata","Ambystomatidae","Ambystoma","gracile",30.39,0.03039,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Ambystoma gracile",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-3.49364167205344,-5.64780675992921,40.2740479814134,31,"Ambystoma gracile",288.15,TRUE,-2.59271678936128,-3.05508997056793
"Amphibia","Caudata","Ambystomatidae","Ambystoma","maculatum",15.83,0.01583,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Ambystoma maculatum",-5161.75961412521,3001.3884308578,9.63443467555201,-0.806028876738105,-0.0021049370118414,-4.14584840508922,-6.20941659761276,40.2740479814134,32,"Ambystoma maculatum",288.15,TRUE,-3.13099929934824,-3.07841729826452
"Amphibia","Caudata","Ambystomatidae","Ambystoma","opacum",4.65,0.00465,14,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Ambystoma opacum",-5161.75961412521,3001.3884308578,9.63443467555201,-0.806028876738105,-0.0021049370118414,-5.37088805938287,-7.64391435013537,40.4143023710404,33,"Ambystoma opacum",287.15,TRUE,-4.21965583559159,-3.42425851454379
"Amphibia","Caudata","Ambystomatidae","Ambystoma","talpoideum",7,0.007,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Ambystoma talpoideum",-5162.05557484667,3005.09601071209,9.61542655157513,-0.804981421919304,-0.002097049647273,-4.96184512992682,-5.77377584647674,40.2740479814134,34,"Ambystoma talpoideum",288.15,TRUE,-3.80446178131657,-1.96931406516017
"Amphibia","Caudata","Ambystomatidae","Ambystoma","tigrinum",10.78,0.01078,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Ambystoma tigrinum",-5161.75961412521,3001.3884308578,9.63443467555201,-0.806028876738105,-0.0021049370118414,-4.53006271350129,-7.17513811544224,40.2740479814134,35,"Ambystoma tigrinum",288.15,TRUE,-3.44810096639529,-3.72703714904695
"Amphibia","Caudata","Amphiumidae","Amphiuma","tridactylum",652,0.652,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Amphiuma tridactylum",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-0.427710717055484,-4.2909435583142,40.2740479814134,36,"Amphiuma tridactylum",288.15,TRUE,-0.0623273801300783,-4.22861617818412
"Amphibia","Anura","Bufonidae","Anaxyrus","americanus",50,0.05,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Anaxyrus americanus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-2.99573227355399,-4.8665349501225,39.5871292029482,37,"Anaxyrus americanus",293.15,TRUE,-1.80171759328952,-3.06481735683298
"Amphibia","Anura","Bufonidae","Anaxyrus","cognatus",40.2,0.0402,25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Anaxyrus cognatus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-3.21388828335716,-4.1079284062965,38.9232497932056,38,"Anaxyrus cognatus",298.15,TRUE,-1.61445241353051,-2.49347599276598
"Amphibia","Anura","Bufonidae","Anaxyrus","woodhousii",56.2999999999999,0.0562999999999999,25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Anaxyrus woodhousii",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-2.87706074383649,-4.38665332130088,38.9232497932056,39,"Anaxyrus woodhousii",298.15,TRUE,-1.3364602306501,-3.05019309065077
"Amphibia","Caudata","Plethodontidae","Aquiloeurycea","cephalica",1.45,0.00145,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Aquiloeurycea cephalica",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.53619172254965,-8.53129211579574,40.2740479814134,40,"Aquiloeurycea cephalica",288.15,TRUE,-5.10380935401319,-3.42748276178255
"Amphibia","Anura","Bombinatoridae","Bombina","orientalis",2.6,0.0026,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Bombina orientalis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.9522438339547,-7.12020620075773,39.5871292029482,41,"Bombina orientalis",293.15,TRUE,-4.24180044268055,-2.87840575807717
"Amphibia","Anura","Dendrobatidae","Colostethus","inguinalis",1.57,0.00157,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Colostethus inguinalis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.45667965962192,-7.18441828495148,39.5871292029482,42,"Colostethus inguinalis",293.15,TRUE,-4.65812393125239,-2.52629435369909
"Amphibia","Anura","Myobatrachidae","Crinia","parinsignifera",251,0.251,30,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Crinia parinsignifera",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-1.38230233985035,-2.25697139703369,38.2812697537333,43,"Crinia parinsignifera",303.15,TRUE,0.252399404437185,-2.50937080147087
"Amphibia","Anura","Dendrobatidae","Dendrobates","auratus",11,0.011,25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Dendrobates auratus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-4.50986000618377,-5.72052179866053,38.9232497932056,44,"Dendrobates auratus",298.15,TRUE,-2.68405025191554,-3.03647154674499
"Amphibia","Caudata","Plethodontidae","Desmognathus","monticola",2.09,0.00209,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Desmognathus monticola",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.17059121300542,-7.60607581831628,39.5871292029482,45,"Desmognathus monticola",293.15,TRUE,-4.422007989293,-3.18406782902328
"Amphibia","Caudata","Ambystomatidae","Dicamptodon","ensatus",23.41,0.02341,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Dicamptodon ensatus",-5162.89832173827,3015.65332852805,9.56130099965396,-0.801998798795783,-0.0020745904098175,-3.75459199747932,-6.99878563033181,40.2740479814134,46,"Dicamptodon ensatus",288.15,TRUE,-2.80808561190984,-4.19070001842197
"Amphibia","Anura","Hylidae","Dryophytes","arenicolor",7.78,0.00778,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Dryophytes arenicolor",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-4.85619894079184,-4.29944438513745,39.5871292029482,47,"Dryophytes arenicolor",293.15,TRUE,-3.33720721132283,-0.962237173814612
"Amphibia","Anura","Hylidae","Dryophytes","chrysoscelis",3.37,0.00337,10,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Dryophytes chrysoscelis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.69284253461787,-6.39604005103131,40.9852266496354,48,"Dryophytes chrysoscelis",283.15,TRUE,-4.80125697462562,-1.5947830764057
"Amphibia","Anura","Hylidae","Dryophytes","gratiosus",1.15,0.00115,29,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Dryophytes gratiosus",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.76799333660698,-7.26065165641752,38.4079659965059,49,"Dryophytes gratiosus",302.15,TRUE,-4.26264510005314,-2.99800655636438
"Amphibia","Anura","Hylidae","Dryophytes","versicolor",2.2,0.0022,19,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Dryophytes versicolor",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-6.11929791861787,-6.20594572534354,39.7226319556538,50,"Dryophytes versicolor",292.15,TRUE,-4.4546460467297,-1.75129967861384
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","coqui",30.6999999999999,0.0306999999999999,20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Eleutherodactylus coqui",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-3.48349262438899,-5.06337173458156,39.5871292029482,51,"Eleutherodactylus coqui",293.15,TRUE,-2.20427839590114,-2.85909333868042
"Amphibia","Anura","Eleutherodactylidae","Eleutherodactylus","portoricensis",4.0599999999999,0.0040599999999999,15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).","Eleutherodactylus portoricensis",-4787.35547680534,-1628.02388294841,32.4701150460995,-1.88743442551193,-0.0029329313331031,-5.50657230536852,-6.9806055807965,40.2740479814134,52,"Eleutherodactylus portoricensis",288.15,TRUE,-4.25403872740243,-2.72656685339407
