"taxon_name","class","order","family","Genus","species","wet_Mass_g","wet_Mass_kg","BMR","BMR_unit","temperature","temperature_unit","Reference","log_mass","log_BMR","inv_kT","row_id","temp_K","pc1","pc2","pc3","pc4","pc5","removed_due_bad_branch","in_phylogeny","fixed_only_log_BMR","fixed_only_BMR","conditional_log_BMR","conditional_BMR"
"Sitophilus granarius","Insecta","Coleoptera","Curculionidae","Sitophilus","granarius",0.00368,3.68e-06,0.0001395999999999,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-12.5125978057834,-8.87672936763672,38.9232497932056,3414,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.6396095993603,2.39483866565347e-05,-9.82765753643238,5.39389591741098e-05
"Sphaeroderus stenostomus","Insecta","Coleoptera","Carabidae","Sphaeroderus","stenostomus",0.1696,0.0001696,0.0002621,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.68206783460647,-8.24678444763491,38.9232497932056,3415,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.62251377927374,0.000489310265815188,-8.61013309849098,0.000182249651644863
"Stenocara gracilipes","Insecta","Coleoptera","Tenebrionidae","Stenocara","gracilipes",0.268,0.000268,0.0004763,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.22452357745342,-7.64946265015746,38.9232497932056,3416,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.26213156685186,0.000701610910003022,-7.81223319297683,0.000404753145903145
"Syssphinx molina","Insecta","Lepidoptera","Saturniidae","Syssphinx","molina",1.436,0.001436,0.0032801719692693,"W",23,"C","Bartholomew & Casey, 1978",-6.5458938083561,-5.7198594283052,39.1861115172861,3785,296.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-5.99535254399358,0.00249029887897076,-5.54142545123153,0.00392093375307049
"Syssphinx molina","Insecta","Lepidoptera","Saturniidae","Syssphinx","molina",1.757,0.001757,0.0044316999999999,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.34414746977718,-5.4189720213589,38.9232497932056,3417,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-5.78106368920844,0.00308543172170966,-5.32713659644639,0.0048579604169624
"Syssphinx molina","Insecta","Lepidoptera","Saturniidae","Syssphinx","molina",2.205,0.002205,0.0045501218172938,"W",23,"C","Bartholomew & Casey, 1978",-6.11702777008333,-5.39260127334606,39.1861115172861,3784,296.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-5.65755857261466,0.00349102959767729,-5.20363147985261,0.00549656745946826
"Syssphinx molina","Insecta","Lepidoptera","Saturniidae","Syssphinx","molina",1.63,0.00163,0.0062029711169839,"W",23,"C","Bartholomew & Casey, 1978",-6.41917526416347,-5.08272688929993,39.1861115172861,3786,296.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-5.89554338106108,0.00275168072556491,-5.44161628829903,0.0043324750798587
"Tanaocerus koebeli","Insecta","Orthoptera","Tanaoceridae","Tanaocerus","koebeli",0.1025,0.0001025,0.0006498900574755,"W",20,"C","Mispagel, 1981",-9.18564775938581,-7.33870735172616,39.5871292029482,3885,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.15903385499272,0.000286138712783039,-7.54269869884364,0.000529965472989155
"Tanaocerus koebeli","Insecta","Orthoptera","Tanaoceridae","Tanaocerus","koebeli",0.1025,0.0001025,0.0006259,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.18564775938581,-7.37631994403362,38.9232497932056,3418,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.01915573157894,0.000329097752398174,-7.40282057542986,0.000609531105780888
"Teleogryllus commodus","Insecta","Orthoptera","Gryllidae","Teleogryllus","commodus",0.95,0.00095,0.0056868999999999,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-6.95904857336969,-5.16958999477552,38.9232497932056,3419,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-6.26538715446657,0.00190097730411411,-5.55732513232052,0.0038590851463249
"Teleogryllus commodus","Insecta","Orthoptera","Gryllidae","Teleogryllus","commodus",0.95,0.00095,0.0056000163417521,"W",24,"C","Full, Zuccarello, & Tullis, 1990",-6.95904857336969,-5.18498576307527,39.0542383504771,3764,297.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-6.29298619325422,0.00184922953676039,-5.58492417110817,0.00375403442324786
"Tenebrio molitor","Insecta","Coleoptera","Tenebrionidae","Tenebrio","molitor",0.1,1e-04,0.0003722,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.21034037197618,-7.89607921375612,38.9232497932056,3420,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.03860473179406,0.000322758971426814,-8.04717839207738,0.000320003574449763
"Tetramorium caespitum","Insecta","Hymenoptera","Formicidae","Tetramorium","caespitum",0.00069,6.9e-07,2.4e-06,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-14.1865742393551,-12.9400418206104,38.9232497932056,3422,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-11.9581079112533,6.40707370689852e-06,-12.4963415972067,3.74031173948989e-06
"Tetramorium caespitum","Insecta","Hymenoptera","Formicidae","Tetramorium","caespitum",0.00023,2.3e-07,2.38944444444445e-06,"W",25,"C","Jensen & Nielsen, 1975",-15.2851865280232,-12.9444496690648,38.9232497932056,3788,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-12.8234238254942,2.69685622221125e-06,-13.3616575114476,1.57436662181559e-06
"Tramea carolina","Insecta","Odonata","Libellulidae","Tramea","carolina",0.383,0.000383,0.001795,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-7.86747556878363,-6.32275025704189,38.9232497932056,3423,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-6.98090467066944,0.000929461965762123,-6.43359600337131,0.00160666286885888
"Tramea carolina","Insecta","Odonata","Libellulidae","Tramea","carolina",0.383,0.000383,0.0017677669529663,"W",30,"C","(May, 1979)",-7.86747556878363,-6.33803813738799,38.2812697537333,3807,303.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-6.8456407027369,0.00106408425652253,-6.29833203543878,0.00183937022413846
"Tribolium castaneum","Insecta","Coleoptera","Tenebrionidae","Tribolium","castaneum",0.0024,2.4e-06,1.3e-05,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-12.9400418206104,-11.2505612005027,38.9232497932056,3424,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.9762835218095,1.71025407809904e-05,-11.0369499976586,1.60958352806301e-05
"Tribolium confusum","Insecta","Coleoptera","Tenebrionidae","Tribolium","confusum",0.0020099999999999,2.01e-06,1.63e-05,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-13.1173758358933,-11.0243454501516,38.9232497932056,3425,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-11.1159596815824,1.4873050386409e-05,-11.1766261574315,1.39975792021639e-05
"Trimerotropis saxatilis","Insecta","Orthoptera","Acrididae","Trimerotropis","saxatilis",0.155,0.000155,0.0003218,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.77208544104503,-8.04158032340599,38.9232497932056,3426,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.69341565085902,0.000455818592595051,-7.34070688684135,0.000648591877795018
"Zophosis orbicularis","Insecta","Coleoptera","Tenebrionidae","Zophosis","orbicularis",0.103,0.000103,0.0001214,"W",25,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.18078156973464,-9.01641967933888,38.9232497932056,3427,298.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.01532290411988,0.00033036154770781,-8.54636475000357,0.000194249964784994
"Armadillidium vulgare","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","vulgare",0.12,0.0001199999999999,0.000169704,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.02801881518306,-8.68145481499423,39.5871292029482,3431,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.03487828585286,0.000323963959052085,-8.58362174331705,0.00018714595391628
"Armadillidium vulgare","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","vulgare",0.144,0.0001439999999999,0.0001132271999999,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.84569725838897,-9.08611413837382,39.5871292029482,3432,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.89127371649712,0.000373992910542876,-8.44001717396131,0.000216046439876419
"Armadillidium vulgare","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","vulgare",0.00064,6.4e-07,7.19008e-06,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-14.2617976605927,-11.8428082597285,39.5871292029482,3428,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-12.157235347816,5.25024745694173e-06,-12.7059788052802,3.03293789686007e-06
"Armadillidium vulgare","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","vulgare",0.004,4e-06,1.63428e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-12.4292161968444,-11.0217231245835,39.5871292029482,3429,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.7138126580454,2.22356731960774e-05,-11.2625561155096,1.28449975837638e-05
"Armadillidium vulgare","Malacostraca","Isopoda","Armadillidiidae","Armadillidium","vulgare",0.065,6.5e-05,7.45485e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.64112328806864,-9.5040606376803,39.5871292029482,3430,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.51778664483668,0.000199881344527641,-9.06653010230088,0.000115466501277323
"Cylisticus convexus","Malacostraca","Isopoda","Cylisticidae","Cylisticus","convexus",0.0384,3.84e-05,7.132416e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-10.1674530983706,-9.54827543801082,39.5871292029482,3433,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.9323474190893,0.000132047689162628,-9.42162170863994,8.09546279790833e-05
"Dikerogammarus haemobaphes","Malacostraca","Amphipoda","Gammaridae","Dikerogammarus","haemobaphes",0.008,8e-06,3.60984e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-11.7360690162844,-10.2292620149373,39.5871292029482,3434,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.1678591015119,3.83844126438455e-05,-10.571503777611,2.56362349988876e-05
"Gammarus fossarum","Malacostraca","Amphipoda","Gammaridae","Gammarus","fossarum",0.0189,1.89e-05,3.78e-05,"W",10,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-10.8763486358987,-10.1832014553387,40.9852266496354,3435,283.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.7852815434028,5.62737972905348e-05,-10.1889262195019,3.75842221426107e-05
"Gammarus locusta","Malacostraca","Amphipoda","Gammaridae","Gammarus","locusta",0.05,5e-05,0.00024,"W",15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.90348755253613,-8.33487163462228,40.2740479814134,3438,288.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.8691688861325,0.000140659443121397,-9.12223441351876,0.000109210383353533
"Gammarus locusta","Malacostraca","Amphipoda","Gammaridae","Gammarus","locusta",0.015,1.5e-05,3.9429e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-11.1074603568621,-10.1410089717963,39.5871292029482,3437,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.67273895545266,6.29771273486192e-05,-9.92580448283893,4.88965125100847e-05
"Gammarus locusta","Malacostraca","Amphipoda","Gammaridae","Gammarus","locusta",0.015,1.5e-05,3.483e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-11.1074603568621,-10.2650314735864,39.5871292029482,3436,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.67273895545266,6.29771273486192e-05,-9.92580448283893,4.88965125100849e-05
"Gammarus oceanicus","Malacostraca","Amphipoda","Gammaridae","Gammarus","oceanicus",0.05,5e-05,0.00014,"W",15,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.90348755253613,-8.87386813535497,40.2740479814134,3439,288.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.8691688861325,0.000140659443121397,-9.14067474767615,0.000107214962053073
"Glyptonotus antarcticus","Malacostraca","Isopoda","Chaetiliidae","Glyptonotus","antarcticus",33,0.033,0.0106392,"W",0,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-3.41124771751566,-4.54320998586532,42.4856925712768,3440,273.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-4.22158125177216,0.0146754206134788,-4.53241568527921,0.0107546647824489
"Idotea baltica","Malacostraca","Isopoda","Idoteidae","Idotea","baltica",0.1385,0.0001385,0.00029085,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.88464023233688,-8.1427028876075,39.5871292029482,3441,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.92194693529558,0.000362695493980957,-8.23278136880263,0.0002657960244279
"Ligia oceanica","Malacostraca","Isopoda","Ligiidae","Ligia","oceanica",0.8,8e-04,0.001068,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-7.13089883029635,-6.84196753844413,39.5871292029482,3443,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-6.54062218560737,0.00144359003859999,-6.9025781373013,0.00100519056623577
"Ligia oceanica","Malacostraca","Isopoda","Ligiidae","Ligia","oceanica",0.8,8e-04,0.00100576,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-7.13089883029635,-6.90201180435507,39.5871292029482,3442,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-6.54062218560737,0.00144359003859999,-6.9025781373013,0.00100519056623577
"Niphargus rhenorhodanensis","Malacostraca","Amphipoda","Niphargidae","Niphargus","rhenorhodanensis",0.013,1.3e-05,1.56e-05,"W",11,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-11.2505612005027,-11.0682396437088,40.8409886533319,3444,284.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.0496373371844,4.32014137660188e-05,-10.9511411546472,1.75379903183243e-05
"Niphargus stygius","Malacostraca","Amphipoda","Niphargidae","Niphargus","stygius",0.0304,3.04e-05,2.8272e-05,"W",10,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-10.4010679495521,-10.4736386423869,40.9852266496354,3445,283.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.41092933027979,8.18248696772008e-05,-10.3124331477425,3.32175187592047e-05
"Niphargus virei","Malacostraca","Amphipoda","Niphargidae","Niphargus","virei",0.093,9.3e-05,4.185e-05,"W",11,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.28291106481102,-10.0814187610288,40.8409886533319,3446,284.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.49982855237963,0.000203503256168906,-9.37287972149207,8.49982643161818e-05
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.01,1e-05,6.6001e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-11.5129254649702,-9.62584066453748,39.5871292029482,3449,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.9921013131601,4.5759949560273e-05,-10.1691521634587,3.83348112962237e-05
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.018,1.8e-05,5.65632e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-10.9251388000681,-9.7801519608901,39.5871292029482,3450,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.52913438609703,7.27025290827186e-05,-9.70618523639565,6.09056120018943e-05
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.0018,1.8e-06,2.20626e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-13.2277238930622,-10.7216266907031,39.5871292029482,3447,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-11.3427528440493,1.18550947739625e-05,-11.5198036943479,9.93145371500247e-06
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.15,0.00015,0.000141495,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.80487526386802,-8.86324617719435,39.5871292029482,3454,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.8591204975004,0.000386213397691692,-8.03617134779901,0.00032354532430337
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.0061,6.1e-06,4.313371e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-12.007221786785,-10.0512057319917,39.5871292029482,3448,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.3814310867562,3.10028604003676e-05,-10.5584819370549,2.59722489756208e-05
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.06,6e-05,0.000169704,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.72116599574217,-8.68145481499423,39.5871292029482,3452,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.58083184238569,0.000187668801594892,-8.75788269268431,0.000157217133420408
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.02,2e-05,4.715e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-10.8197782844103,-9.96217654888481,39.5871292029482,3451,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-9.44614775662661,7.89932812465033e-05,-9.62319860692524,6.6175609006422e-05
"Oniscus asellus","Malacostraca","Isopoda","Oniscidae","Oniscus","asellus",0.1,1e-04,0.00015712,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.21034037197618,-8.75850071335812,39.5871292029482,3453,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.17848285520783,0.000280627369680446,-8.35553370550645,0.000235091982500675
"Porcellio scaber","Malacostraca","Isopoda","Porcellionidae","Porcellio","scaber",0.25,0.00025,0.000471275,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-8.29404964010203,-7.6600687702113,39.5871292029482,3458,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-7.45677151032254,0.000577517674799909,-8.0371781065172,0.000323219756139191
"Porcellio scaber","Malacostraca","Isopoda","Porcellionidae","Porcellio","scaber",0.007,7e-06,2.19968e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-11.869600408909,-10.724613569731,39.5871292029482,3455,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-10.2730343669632,3.45523716205976e-05,-10.8534409631579,1.93379520949028e-05
"Porcellio scaber","Malacostraca","Isopoda","Porcellionidae","Porcellio","scaber",0.06,6e-05,5.6598e-05,"W",20,"C","A. M. Makarieva et al., Mean mass-specific metabolic rates are strikingly similar across life's major domains: Evidence for life's metabolic optimum. Proc. Natl. Acad. Sci. U.S.A. 105, 16994-16999 (2008).",-9.72116599574217,-9.7795369090685,39.5871292029482,3456,293.15,-5126.81836119685,-1622.5901421774,27.3461553712044,-1.52597053816768,0.00220570966094921,FALSE,TRUE,-8.58083184238569,0.000187668801594892,-9.16123843858035,0.000105032740872305
