"taxon_name","class","order","family","Genus","species","wet_Mass_g","wet_Mass_kg","BMR","BMR_unit","temperature","temperature_unit","Reference","log_mass","log_BMR","inv_kT","row_id","temp_K","pc1","pc2","pc3","pc4","pc5","removed_due_bad_branch","in_phylogeny","fixed_only_log_BMR","fixed_only_BMR","conditional_log_BMR","conditional_BMR"
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",485.000000444174,0.485000000444174,0.278650197124996,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-0.723606387128832,-1.27779805753818,39.9964395169542,435,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-1.58019450736167,0.205935038428049,-2.1239496546534,0.11955848003298
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",1190.99999867604,1.19099999867604,0.435446428097885,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",0.174793289261528,-0.831383502660623,39.9964395169542,436,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-0.872574953722826,0.417874156110249,-1.41633010101456,0.242602712636787
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",33.0000000092788,0.0330000000092787,0.0266201906572535,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-3.41124771723448,-3.62608530386,39.9964395169542,387,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-3.69710038826307,0.0247953191329936,-4.24085553555484,0.0143952709072818
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",37.6000000062629,0.0376000000062629,0.0253272157186523,"W",13,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-3.28075122841972,-3.6758757413161,40.5555370464591,388,286.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-3.71211632948495,0.0244257755443689,-4.25587147677671,0.0141807271846637
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0737112199444444,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.60760025332172,38.9232497932056,423,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356619,0.0362519432012595
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0553611694277777,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.89387684383915,38.9232497932056,416,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356621,0.0362519432012589
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0314222222222222,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-3.46023992229594,38.9232497932056,413,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356617,0.0362519432012604
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0472747064777777,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-3.05177987328232,38.9232497932056,414,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356623,0.0362519432012583
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0475857242833333,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-3.04522247274077,38.9232497932056,415,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356618,0.03625194320126
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",21.0000000128662,0.0210000000128661,0.0140184762353509,"W",18.5,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-3.86323284064604,-4.26737908835004,39.7907317875682,385,291.65,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-4.00976175401724,0.0181377159600471,-4.55351690130899,0.0105301058431141
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",119.999999986841,0.119999999986841,0.0557315899153661,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.12026353630975,-2.88720814891178,39.5871292029482,428,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.59402291208178,0.0747188473019401,-3.13777805937346,0.0433790766322549
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",0.229999999990683,0.0002299999999906,0.0003069997979298,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-8.37743124908195,-8.08866346858641,39.9964395169542,383,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-7.60868747633271,0.000496122603984158,-8.15244262362442,0.000288030948473468
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",181.499999844479,0.181499999844479,0.0428422507211065,"W",14,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.7064996261341,-3.1502304969417,40.4143023710404,430,287.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.44240785501967,0.086951233234697,-2.9861630023114,0.0504807601556624
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",89.9999999089575,0.0899999999089575,0.0611097901906224,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.40794560966346,-2.79508319338799,39.9964395169542,426,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.90685501286754,0.054647325029509,-3.4506101601593,0.0317262723636944
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0236444444444444,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-3.74462709885087,38.9232497932056,408,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356614,0.0362519432012614
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0233333333333333,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-3.75787232560089,38.9232497932056,407,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356616,0.0362519432012606
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0721561309444444,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.62892302239745,38.9232497932056,422,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356615,0.0362519432012611
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0597154187222222,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.81816502187558,38.9232497932056,418,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356615,0.036251943201261
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",112.49999988411,0.11249999988411,0.0485631250914364,"W",15.5,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.18480205836779,-3.02489077904138,40.204285209923,427,288.65,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77488991498806,0.062356340810371,-3.31864506227975,0.0362018497901777
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",21.0000000128662,0.0210000000128661,0.0146967896020739,"W",18.5,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-3.86323284064604,-4.22012620346572,39.7907317875682,386,291.65,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-4.00976175401724,0.0181377159600471,-4.55351690130893,0.0105301058431147
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",149.999999980769,0.149999999980768,0.0599264407698248,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.89711998501409,-2.8146374560667,39.5871292029482,429,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.41826512374458,0.0890760193574769,-2.96202027103635,0.0517143345933758
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0609594899444444,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.79754573469183,38.9232497932056,419,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356617,0.0362519432012604
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0706010418888889,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.65071037695885,38.9232497932056,421,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356615,0.0362519432012612
"Anguilla anguilla","Teleostei","Anguilliformes","Anguillidae","Anguilla","anguilla",80.0000000014841,0.080000000001484,0.0650027213888888,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.52572864428971,-2.73332614244155,38.9232497932056,420,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.77350714627446,0.0624426248492245,-3.31726229356617,0.0362519432012604
"Acipenser fulvescens","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","fulvescens",30.5100000251216,0.0305100000251215,0.0599285395997636,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-3.48970077943017,-2.81460243324274,39.9964395169542,327,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-3.75889351031267,0.0233095178521306,-3.42057345431607,0.0326936812297266
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",0.30000000019365,0.0003000000001936,0.0007056216444444,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-8.11172808266274,-7.25643137850917,38.9232497932056,330,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-7.17328881704484,0.000766796725577712,-6.87809920422263,0.00103010019556656
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",0.470000000069567,0.0004700000000695,0.001382453048858,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-7.6627778631123,-6.58389578618751,39.5871292029482,331,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-6.95955377438897,0.000949520180244606,-6.66436416156676,0.00127556742320129
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",12.4999999997681,0.0124999999997681,0.0255617759111111,"W",25,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-4.38202663469243,-3.66665717179601,38.9232497932056,333,298.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-4.23561002755233,0.0144709798082508,-3.94042041473012,0.0194400401479129
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",0.30000000019365,0.0003000000001936,0.000594497087904,"W",18,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-8.11172808266274,-7.42779474024073,39.8590655189568,329,291.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-7.37046340275752,0.000629576364065672,-7.0752737899353,0.000845760961302403
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",0.0200000000154742,2.00000000154742e-05,0.0001284423350502,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-10.8197782836366,-8.96003050882257,39.5871292029482,328,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-9.4461477560172,7.89932812946426e-05,-9.15095814319496,0.000106118077706647
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",12.4999999997681,0.0124999999997681,0.0187677817357516,"W",18,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-4.38202663469243,-3.97561361673414,39.8590655189568,332,291.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-4.43278461326501,0.0118813585768539,-4.13759500044282,0.0159611920413359
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",208.000000017835,0.208000000017835,0.0803702653436653,"W",18,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.57021719919507,-2.5211110052367,39.8590655189568,335,291.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.21807840849609,0.108818011814547,-1.92288879567389,0.146184055711603
"Acipenser gueldenstaedtii","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","gueldenstaedtii",54.3000000514067,0.0543000000514066,0.0453943018528141,"W",21,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-2.91323105109553,-3.09236869166176,39.4525477676161,334,294.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-3.19024335338361,0.0411618528439834,-2.8950537405614,0.0552960533738894
"Acipenser ruthenus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","ruthenus",204.999999973682,0.204999999973683,0.150248730455901,"W",20.7,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.58474529997211,-1.89546315514727,39.4928260195483,336,293.85,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.15235542411,0.11621011105467,-1.86136857647254,0.155459726189713
"Acipenser ruthenus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","ruthenus",258.000000021844,0.258000000021844,0.0450946466800781,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.35479569397585,-3.0989917384084,39.5871292029482,337,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-1.99110638489255,0.136544271324667,-1.70011953725503,0.182661687870874
"Acipenser ruthenus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","ruthenus",287.000000175789,0.287000000175789,0.16553930187253,"W",10,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.24827306261001,-1.79854663880737,40.9852266496354,338,283.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.20178088259971,0.110606006549836,-1.91079403496225,0.147962852260643
"Acipenser ruthenus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","ruthenus",304.000000273867,0.304000000273867,0.244752985983002,"W",6.5,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-1.19072757667504,-1.4075057975111,41.4981831784168,339,279.65,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-2.2645344584667,0.103878382987512,-1.97354761082917,0.138962994095003
"Acipenser stellatus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","stellatus",0.80000000001484,0.0008000000000148,0.0020367776487716,"W",21,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-7.13089883027785,-6.1963863039195,39.4525477676161,350,294.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-6.51226613426129,0.00148511044721934,-5.9856014727964,0.00251470073943055
"Acipenser stellatus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","stellatus",0.430000000416256,0.0004300000004162,0.0013807551374708,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-7.75172534830876,-6.58512472840714,39.5871292029482,348,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-7.02961277087581,0.000885274518308909,-6.50294810941088,0.00149901341678579
"Acipenser stellatus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","stellatus",0.650000000534531,0.0006500000005345,0.0020671706769777,"W",17,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-7.33853819425228,-6.18157442937516,39.9964395169542,349,290.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-6.79040908748605,0.0011245086576475,-6.26374442602114,0.00190410265995835
"Acipenser stellatus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","stellatus",3.62000000389123,0.0036200000038912,0.009599316915429,"W",20,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",-5.62128125206954,-4.64606333768277,39.5871292029482,352,293.15,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,-5.35158022027384,0.00474065380011222,-4.82491555880893,0.00802723167078086
"Acipenser stellatus","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser","stellatus",6050.00000484134,6.05000000484134,4.72108275671383,"W",21.8,"C","J. G. Rubalcaba, W. C. E. P. Verberk, A. J. Hendriks. B. Saris, H. A. Woods, Oxygen limitation may affect the temperature and size dependence of metabolism in aquatic ectotherms. Proc. Natl. Acad. Sci. U.S.A. 117, 31963-3196 (2020).",1.80005827284297,1.55203817089872,39.3455396706027,358,294.95,-5763.09594699511,6933.58829445778,-8.10191784173671,0.112340042955903,-6.04758502159359e-05,FALSE,TRUE,0.544699407257651,1.72409005551985,1.07136406872255,2.91935899150018
