"","term","Value","Std.Error","Zscore","Pvalue"
"1","(Intercept)",2.46826379040409,1.97179423407105,1.25178568217436,0.210647968714031
"2","log_mass",0.781753940348543,0.0142465950283472,54.873037297196,0
"3","inv_kT",-0.130872477988055,0.0397390718777726,-3.29329478027535,0.000990205984694123
